"Time","A4261161","X"
09:00:00 16/03/2016,0.602,1
09:00:00 17/03/2016,0.561,1
09:00:00 18/03/2016,0.631,1
09:00:00 19/03/2016,0.733,1
09:00:00 20/03/2016,0.582,1
09:00:00 21/03/2016,0.573,1
09:00:00 22/03/2016,0.572,1
09:00:00 23/03/2016,0.529,1
09:00:00 24/03/2016,0.594,1
09:00:00 25/03/2016,0.577,1
09:00:00 26/03/2016,0.585,1
09:00:00 27/03/2016,0.579,1
09:00:00 28/03/2016,0.565,1
09:00:00 29/03/2016,0.556,1
09:00:00 30/03/2016,0.578,1
09:00:00 31/03/2016,0.553,1
09:00:00 01/04/2016,0.536,1
09:00:00 02/04/2016,0.54,1
09:00:00 03/04/2016,0.585,1
09:00:00 04/04/2016,0.559,1
09:00:00 05/04/2016,0.527,1
09:00:00 06/04/2016,0.588,1
09:00:00 07/04/2016,0.6,1
09:00:00 08/04/2016,0.558,1
09:00:00 09/04/2016,0.567,1
09:00:00 10/04/2016,0.567,1
09:00:00 11/04/2016,0.617,1
09:00:00 12/04/2016,0.611,1
09:00:00 13/04/2016,0.602,1
09:00:00 14/04/2016,0.578,1
09:00:00 15/04/2016,0.565,1
09:00:00 16/04/2016,0.586,1
09:00:00 17/04/2016,0.61,1
09:00:00 18/04/2016,0.586,1
09:00:00 19/04/2016,0.559,1
09:00:00 20/04/2016,0.555,1
09:00:00 21/04/2016,0.568,1
09:00:00 22/04/2016,0.606,1
09:00:00 23/04/2016,0.597,1
09:00:00 24/04/2016,0.587,1
09:00:00 25/04/2016,0.558,1
09:00:00 26/04/2016,0.545,1
09:00:00 27/04/2016,0.513,1
09:00:00 28/04/2016,0.532,1
09:00:00 29/04/2016,0.546,1
09:00:00 30/04/2016,0.556,1
09:00:00 01/05/2016,0.578,1
09:00:00 02/05/2016,0.609,1
09:00:00 03/05/2016,0.544,1
09:00:00 04/05/2016,0.596,1
09:00:00 05/05/2016,0.53,1
09:00:00 06/05/2016,0.536,1
09:00:00 07/05/2016,0.574,1
09:00:00 08/05/2016,0.542,1
09:00:00 09/05/2016,0.504,1
09:00:00 10/05/2016,0.602,1
09:00:00 11/05/2016,0.664,1
09:00:00 12/05/2016,0.613,1
09:00:00 13/05/2016,0.574,1
09:00:00 14/05/2016,0.544,1
09:00:00 15/05/2016,0.541,1
09:00:00 16/05/2016,0.572,1
09:00:00 17/05/2016,0.552,1
09:00:00 18/05/2016,0.568,1
09:00:00 19/05/2016,0.57,1
09:00:00 20/05/2016,0.577,1
09:00:00 21/05/2016,0.545,1
09:00:00 22/05/2016,0.487,1
09:00:00 23/05/2016,0.527,1
09:00:00 24/05/2016,0.559,1
09:00:00 25/05/2016,0.529,1
09:00:00 26/05/2016,0.54,1
09:00:00 27/05/2016,0.597,1
09:00:00 28/05/2016,0.629,1
09:00:00 29/05/2016,0.593,1
09:00:00 30/05/2016,0.537,1
09:00:00 31/05/2016,0.524,1
09:00:00 01/06/2016,0.563,1
09:00:00 02/06/2016,0.59,1
09:00:00 03/06/2016,0.601,1
09:00:00 04/06/2016,0.622,1
09:00:00 05/06/2016,0.628,1
09:00:00 06/06/2016,0.622,1
09:00:00 07/06/2016,0.697,1
09:00:00 08/06/2016,0.638,1
09:00:00 09/06/2016,0.562,1
09:00:00 10/06/2016,0.699,1
09:00:00 11/06/2016,0.651,1
09:00:00 12/06/2016,0.664,1
09:00:00 13/06/2016,0.622,1
09:00:00 14/06/2016,0.592,1
09:00:00 15/06/2016,0.637,1
09:00:00 16/06/2016,0.604,1
09:00:00 17/06/2016,0.619,1
09:00:00 18/06/2016,0.664,1
09:00:00 19/06/2016,0.659,1
09:00:00 20/06/2016,0.667,1
09:00:00 21/06/2016,0.646,1
09:00:00 22/06/2016,0.673,1
09:00:00 23/06/2016,0.646,1
09:00:00 24/06/2016,0.698,1
09:00:00 25/06/2016,0.769,1
09:00:00 26/06/2016,0.646,1
09:00:00 27/06/2016,0.658,1
09:00:00 28/06/2016,0.686,1
09:00:00 29/06/2016,0.669,1
09:00:00 30/06/2016,0.623,1
09:00:00 01/07/2016,0.754,1
09:00:00 02/07/2016,0.683,1
09:00:00 03/07/2016,0.683,1
09:00:00 04/07/2016,0.672,1
09:00:00 05/07/2016,0.738,1
09:00:00 06/07/2016,0.757,1
09:00:00 07/07/2016,0.744,1
