"Time","A4260511","X"
"and","Discharge (Ml/day)",""
"Date","Mean","Qual"
09:00:00 02/06/2015,1535,1
09:00:00 03/06/2015,1488.5,1
09:00:00 04/06/2015,1469,1
09:00:00 05/06/2015,1261,1
09:00:00 06/06/2015,1058.5,1
09:00:00 07/06/2015,1117.5,1
09:00:00 08/06/2015,1196.5,1
09:00:00 09/06/2015,1219,1
09:00:00 10/06/2015,1196.5,1
09:00:00 11/06/2015,1194,1
09:00:00 12/06/2015,1233.5,1
09:00:00 13/06/2015,1239,1
09:00:00 14/06/2015,1230.5,1
09:00:00 15/06/2015,1245,1
09:00:00 16/06/2015,1217,1
09:00:00 17/06/2015,1133.5,1
09:00:00 18/06/2015,1108.5,1
09:00:00 19/06/2015,1166,1
09:00:00 20/06/2015,1179.5,1
09:00:00 21/06/2015,1160,1
09:00:00 22/06/2015,1185.5,1
09:00:00 23/06/2015,1216.5,1
09:00:00 24/06/2015,1196.5,1
09:00:00 25/06/2015,1177,1
09:00:00 26/06/2015,1191,1
09:00:00 27/06/2015,1239.5,1
09:00:00 28/06/2015,1282.5,1
09:00:00 29/06/2015,1276.5,1
09:00:00 30/06/2015,1245,1
09:00:00 01/07/2015,1822.5,1
09:00:00 02/07/2015,2400,1
09:00:00 03/07/2015,2942,1
09:00:00 04/07/2015,3779.5,1
09:00:00 05/07/2015,4455.5,1
09:00:00 06/07/2015,4815.5,1
09:00:00 07/07/2015,5448,1
09:00:00 08/07/2015,6024.5,1
09:00:00 09/07/2015,6194.5,1
09:00:00 10/07/2015,6470,1
09:00:00 11/07/2015,6589.5,1
09:00:00 12/07/2015,6515.5,1
09:00:00 13/07/2015,6486,1
09:00:00 14/07/2015,6508,1
09:00:00 15/07/2015,6413,1
09:00:00 16/07/2015,6158.5,1
09:00:00 17/07/2015,5678.5,1
09:00:00 18/07/2015,5236.5,1
09:00:00 19/07/2015,5201.5,1
09:00:00 20/07/2015,5356,1
09:00:00 21/07/2015,5511,1
09:00:00 22/07/2015,5261.5,1
09:00:00 23/07/2015,4791.5,1
09:00:00 24/07/2015,4437.5,1
09:00:00 25/07/2015,4128.5,1
09:00:00 26/07/2015,3929,1
09:00:00 27/07/2015,3811,1
09:00:00 28/07/2015,3789,1
09:00:00 29/07/2015,3750.5,1
09:00:00 30/07/2015,3916,1
09:00:00 31/07/2015,4227.33333333333,1
09:00:00 01/08/2015,4538.66666666667,1
09:00:00 02/08/2015,4850,1
09:00:00 03/08/2015,4797.5,1
09:00:00 04/08/2015,4686,1
09:00:00 05/08/2015,4692.5,1
09:00:00 06/08/2015,4843.5,1
09:00:00 07/08/2015,4889.5,1
09:00:00 08/08/2015,4732,1
09:00:00 09/08/2015,4595.5,1
09:00:00 10/08/2015,4602,1
09:00:00 11/08/2015,4589,1
09:00:00 12/08/2015,4479.5,1
09:00:00 13/08/2015,4609,1
09:00:00 14/08/2015,4783.5,1
09:00:00 15/08/2015,4757.5,1
09:00:00 16/08/2015,4731.5,1
09:00:00 17/08/2015,4738,1
09:00:00 18/08/2015,4699,1
09:00:00 19/08/2015,4204.5,1
09:00:00 20/08/2015,3706.5,1
09:00:00 21/08/2015,3394.5,1
09:00:00 22/08/2015,3102.5,1
09:00:00 23/08/2015,3074.5,1
09:00:00 24/08/2015,3102.5,1
09:00:00 25/08/2015,3125,1
09:00:00 26/08/2015,3131,1
09:00:00 27/08/2015,3159.5,1
09:00:00 28/08/2015,3217,1
09:00:00 29/08/2015,3316.5,1
09:00:00 30/08/2015,3370,1
09:00:00 31/08/2015,3352,1
09:00:00 01/09/2015,4039.75,1
09:00:00 02/09/2015,4727.5,1
09:00:00 03/09/2015,5219.5,1
09:00:00 04/09/2015,5318.5,1
09:00:00 05/09/2015,4866,1
09:00:00 06/09/2015,4407,1
09:00:00 07/09/2015,4219,1
09:00:00 08/09/2015,4135.5,1
09:00:00 09/09/2015,4218.5,1
09:00:00 10/09/2015,4263.5,1
09:00:00 11/09/2015,4113,1
09:00:00 12/09/2015,3963.5,1
09:00:00 13/09/2015,4031,1
09:00:00 14/09/2015,4154.5,1
09:00:00 15/09/2015,4565.5,1
09:00:00 16/09/2015,5238.5,1
09:00:00 17/09/2015,5884.5,1
09:00:00 18/09/2015,6749.5,1
09:00:00 19/09/2015,7373,1
09:00:00 20/09/2015,7484,1
09:00:00 21/09/2015,7446.5,1
09:00:00 22/09/2015,7543,1
09:00:00 23/09/2015,7721.5,1
09:00:00 24/09/2015,7803,1
09:00:00 25/09/2015,7795.5,1
09:00:00 26/09/2015,7633,1
09:00:00 27/09/2015,7471.5,1
09:00:00 28/09/2015,7399,1
09:00:00 29/09/2015,7326,1
09:00:00 30/09/2015,7355,1
09:00:00 01/10/2015,7626.5,1
09:00:00 02/10/2015,7898,1
09:00:00 03/10/2015,8235.5,1
09:00:00 04/10/2015,8247.5,1
09:00:00 05/10/2015,8128.5,1
09:00:00 06/10/2015,8047,1
09:00:00 07/10/2015,8010,1
09:00:00 08/10/2015,8017.5,1
09:00:00 09/10/2015,7980.5,1
09:00:00 10/10/2015,7936.5,1
09:00:00 11/10/2015,7885.5,1
09:00:00 12/10/2015,7768,1
09:00:00 13/10/2015,7665,1
09:00:00 14/10/2015,7397.5,1
09:00:00 15/10/2015,6959,1
09:00:00 16/10/2015,6517,1
09:00:00 17/10/2015,6220,1
09:00:00 18/10/2015,6165,1
09:00:00 19/10/2015,6165,1
09:00:00 20/10/2015,5957.5,1
09:00:00 21/10/2015,5660,1
09:00:00 22/10/2015,5726,1
09:00:00 23/10/2015,6286,1
09:00:00 24/10/2015,6759.5,1
09:00:00 25/10/2015,6877.5,1
09:00:00 26/10/2015,6954,1
09:00:00 27/10/2015,6954,1
09:00:00 28/10/2015,6996,1
09:00:00 29/10/2015,7178.5,1
09:00:00 30/10/2015,6722,1
09:00:00 31/10/2015,5939,1
09:00:00 01/11/2015,5671.5,1
09:00:00 02/11/2015,5651,1
09:00:00 03/11/2015,5644,1
09:00:00 04/11/2015,5262,1
09:00:00 05/11/2015,4779,1
09:00:00 06/11/2015,4455.5,1
09:00:00 07/11/2015,3821,1
09:00:00 08/11/2015,3346,1
09:00:00 09/11/2015,3298,1
09:00:00 10/11/2015,3314,1
09:00:00 11/11/2015,2981,1
09:00:00 12/11/2015,2627,1
09:00:00 13/11/2015,2533.5,1
09:00:00 14/11/2015,2428.5,1
09:00:00 15/11/2015,2403,1
09:00:00 16/11/2015,2342,1
09:00:00 17/11/2015,2278,1
09:00:00 18/11/2015,2210.5,1
09:00:00 19/11/2015,2173,1
09:00:00 20/11/2015,2117.5,1
09:00:00 21/11/2015,1884,1
09:00:00 22/11/2015,1680,1
09:00:00 23/11/2015,1680,1
09:00:00 24/11/2015,1729,1
09:00:00 25/11/2015,1778.5,1
09:00:00 26/11/2015,1741.5,1
09:00:00 27/11/2015,1688,1
09:00:00 28/11/2015,1750.5,1
09:00:00 29/11/2015,1862.5,1
09:00:00 30/11/2015,1820.5,1
09:00:00 01/12/2015,1805,1
09:00:00 02/12/2015,2155.5,1
09:00:00 03/12/2015,2434,1
09:00:00 04/12/2015,2449,1
09:00:00 05/12/2015,2390,1
09:00:00 06/12/2015,2292,1
09:00:00 07/12/2015,2287.5,1
09:00:00 08/12/2015,2432,1
09:00:00 09/12/2015,2480.5,1
09:00:00 10/12/2015,2454.5,1
09:00:00 11/12/2015,2542,1
09:00:00 12/12/2015,2552.5,1
09:00:00 13/12/2015,2526,1
09:00:00 14/12/2015,2584.5,1
09:00:00 15/12/2015,2675.5,1
09:00:00 16/12/2015,2691.5,1
09:00:00 17/12/2015,2627,1
09:00:00 18/12/2015,2789,1
09:00:00 19/12/2015,2926.5,1
09:00:00 20/12/2015,2870.5,1
09:00:00 21/12/2015,2926,1
09:00:00 22/12/2015,2965,1
09:00:00 23/12/2015,2954,1
09:00:00 24/12/2015,2909.5,1
09:00:00 25/12/2015,2868,1
09:00:00 26/12/2015,2852,1
09:00:00 27/12/2015,2854.5,1
09:00:00 28/12/2015,2949,1
09:00:00 29/12/2015,3062,1
09:00:00 30/12/2015,3079.5,1
09:00:00 31/12/2015,3028,1
09:00:00 01/01/2016,2954,1
09:00:00 02/01/2016,2914.5,1
09:00:00 03/01/2016,2931.5,1
09:00:00 04/01/2016,3016.5,1
09:00:00 05/01/2016,3033.5,1
09:00:00 06/01/2016,3005,1
09:00:00 07/01/2016,3056.5,1
09:00:00 08/01/2016,3050.5,1
09:00:00 09/01/2016,2982,1
09:00:00 10/01/2016,3005,1
09:00:00 11/01/2016,3125.5,1
09:00:00 12/01/2016,3154.5,1
09:00:00 13/01/2016,3091,1
09:00:00 14/01/2016,3131.5,1
09:00:00 15/01/2016,3332.5,1
09:00:00 16/01/2016,3525.5,1
09:00:00 17/01/2016,3643,1
09:00:00 18/01/2016,3636.5,1
09:00:00 19/01/2016,3494.5,1
09:00:00 20/01/2016,3397,1
09:00:00 21/01/2016,3409.5,1
09:00:00 22/01/2016,3652,1
09:00:00 23/01/2016,3813,1
09:00:00 24/01/2016,3656,1
09:00:00 25/01/2016,3519,1
09:00:00 26/01/2016,3500.5,1
09:00:00 27/01/2016,3537.5,1
09:00:00 28/01/2016,3586.5,1
09:00:00 29/01/2016,3649,1
09:00:00 30/01/2016,3699,1
09:00:00 31/01/2016,3599.5,1
09:00:00 01/02/2016,3549.5,1
09:00:00 02/02/2016,4083,1
09:00:00 03/02/2016,4432,1
09:00:00 04/02/2016,4284.5,1
09:00:00 05/02/2016,4272,1
09:00:00 06/02/2016,4380,1
09:00:00 07/02/2016,4521.5,1
09:00:00 08/02/2016,4521.5,1
09:00:00 09/02/2016,5072.5,1
09:00:00 10/02/2016,6011,1
09:00:00 11/02/2016,6259,1
09:00:00 12/02/2016,6507,1
09:00:00 13/02/2016,6488.5,1
09:00:00 14/02/2016,6398.5,1
09:00:00 15/02/2016,6419,1
09:00:00 16/02/2016,6454,1
09:00:00 17/02/2016,6482,1
09:00:00 18/02/2016,6509.5,1
09:00:00 19/02/2016,6488.5,1
09:00:00 20/02/2016,6412,1
09:00:00 21/02/2016,6454,1
09:00:00 22/02/2016,6537,1
09:00:00 23/02/2016,6550.5,1
09:00:00 24/02/2016,6557.5,1
09:00:00 25/02/2016,6537,1
09:00:00 26/02/2016,6468,1
09:00:00 27/02/2016,6426,1
09:00:00 28/02/2016,6377.5,1
09:00:00 29/02/2016,6405.5,1
09:00:00 01/03/2016,6001,1
09:00:00 02/03/2016,5423,1
09:00:00 03/03/2016,5008.5,1
09:00:00 04/03/2016,4677,1
09:00:00 05/03/2016,4305.5,1
09:00:00 06/03/2016,3993,1
09:00:00 07/03/2016,3904,1
