"Time","A4260512","X"
"and","Level (m)",""
"Date","Mean","Qual"
09:00:00 02/06/2015,16.296,1
09:00:00 03/06/2015,16.293,1
09:00:00 04/06/2015,16.291,1
09:00:00 05/06/2015,16.286,1
09:00:00 06/06/2015,16.282,1
09:00:00 07/06/2015,16.29,1
09:00:00 08/06/2015,16.297,1
09:00:00 09/06/2015,16.303,1
09:00:00 10/06/2015,16.303,1
09:00:00 11/06/2015,16.302,1
09:00:00 12/06/2015,16.3,1
09:00:00 13/06/2015,16.301,1
09:00:00 14/06/2015,16.304,1
09:00:00 15/06/2015,16.31,1
09:00:00 16/06/2015,16.32,1
09:00:00 17/06/2015,16.316,1
09:00:00 18/06/2015,16.306,1
09:00:00 19/06/2015,16.298,1
09:00:00 20/06/2015,16.301,1
09:00:00 21/06/2015,16.301,1
09:00:00 22/06/2015,16.303,1
09:00:00 23/06/2015,16.305,1
09:00:00 24/06/2015,16.306,1
09:00:00 25/06/2015,16.305,1
09:00:00 26/06/2015,16.307,1
09:00:00 27/06/2015,16.307,1
09:00:00 28/06/2015,16.31,1
09:00:00 29/06/2015,16.312,1
09:00:00 30/06/2015,16.312,1
09:00:00 01/07/2015,16.324,1
09:00:00 02/07/2015,16.353,1
09:00:00 03/07/2015,16.325,1
09:00:00 04/07/2015,16.289,1
09:00:00 05/07/2015,16.271,1
09:00:00 06/07/2015,16.28,1
09:00:00 07/07/2015,16.3,1
09:00:00 08/07/2015,16.321,1
09:00:00 09/07/2015,16.335,1
09:00:00 10/07/2015,16.34,1
09:00:00 11/07/2015,16.341,1
09:00:00 12/07/2015,16.335,1
09:00:00 13/07/2015,16.33,1
09:00:00 14/07/2015,16.337,1
09:00:00 15/07/2015,16.34,1
09:00:00 16/07/2015,16.332,1
09:00:00 17/07/2015,16.319,1
09:00:00 18/07/2015,16.306,1
09:00:00 19/07/2015,16.299,1
09:00:00 20/07/2015,16.297,1
09:00:00 21/07/2015,16.304,1
09:00:00 22/07/2015,16.312,1
09:00:00 23/07/2015,16.3,1
09:00:00 24/07/2015,16.303,1
09:00:00 25/07/2015,16.308,1
09:00:00 26/07/2015,16.319,1
09:00:00 27/07/2015,16.317,1
09:00:00 28/07/2015,16.317,1
09:00:00 29/07/2015,16.317,1
09:00:00 30/07/2015,16.316,1
09:00:00 31/07/2015,16.319,1
09:00:00 01/08/2015,16.326,1
09:00:00 02/08/2015,16.326,1
09:00:00 03/08/2015,16.326,1
09:00:00 04/08/2015,16.315,1
09:00:00 05/08/2015,16.308,1
09:00:00 06/08/2015,16.302,1
09:00:00 07/08/2015,16.319,1
09:00:00 08/08/2015,16.321,1
09:00:00 09/08/2015,16.315,1
09:00:00 10/08/2015,16.306,1
09:00:00 11/08/2015,16.298,1
09:00:00 12/08/2015,16.29,1
09:00:00 13/08/2015,16.282,1
09:00:00 14/08/2015,16.295,1
09:00:00 15/08/2015,16.303,1
09:00:00 16/08/2015,16.311,1
09:00:00 17/08/2015,16.318,1
09:00:00 18/08/2015,16.32,1
09:00:00 19/08/2015,16.316,1
09:00:00 20/08/2015,16.311,1
09:00:00 21/08/2015,16.305,1
09:00:00 22/08/2015,16.298,1
09:00:00 23/08/2015,16.294,1
09:00:00 24/08/2015,16.289,1
09:00:00 25/08/2015,16.29,1
09:00:00 26/08/2015,16.294,1
09:00:00 27/08/2015,16.297,1
09:00:00 28/08/2015,16.295,1
09:00:00 29/08/2015,16.301,1
09:00:00 30/08/2015,16.309,1
09:00:00 31/08/2015,16.314,1
09:00:00 01/09/2015,16.328,1
09:00:00 02/09/2015,16.357,1
09:00:00 03/09/2015,16.396,1
09:00:00 04/09/2015,16.41,1
09:00:00 05/09/2015,16.434,1
09:00:00 06/09/2015,16.452,1
09:00:00 07/09/2015,16.446,1
09:00:00 08/09/2015,16.437,1
09:00:00 09/09/2015,16.435,1
09:00:00 10/09/2015,16.443,1
09:00:00 11/09/2015,16.444,1
09:00:00 12/09/2015,16.435,1
09:00:00 13/09/2015,16.427,1
09:00:00 14/09/2015,16.433,1
09:00:00 15/09/2015,16.418,1
09:00:00 16/09/2015,16.414,1
09:00:00 17/09/2015,16.437,1
09:00:00 18/09/2015,16.47,1
09:00:00 19/09/2015,16.505,1
09:00:00 20/09/2015,16.528,1
09:00:00 21/09/2015,16.54,1
09:00:00 22/09/2015,16.542,1
09:00:00 23/09/2015,16.55,1
09:00:00 24/09/2015,16.58,1
09:00:00 25/09/2015,16.612,1
09:00:00 26/09/2015,16.639,1
09:00:00 27/09/2015,16.65,1
09:00:00 28/09/2015,16.652,1
09:00:00 29/09/2015,16.656,1
09:00:00 30/09/2015,16.67,1
09:00:00 01/10/2015,16.694,1
09:00:00 02/10/2015,16.72,1
09:00:00 03/10/2015,16.739,1
09:00:00 04/10/2015,16.754,1
09:00:00 05/10/2015,16.754,1
09:00:00 06/10/2015,16.76,1
09:00:00 07/10/2015,16.75,1
09:00:00 08/10/2015,16.756,1
09:00:00 09/10/2015,16.762,1
09:00:00 10/10/2015,16.753,1
09:00:00 11/10/2015,16.752,1
09:00:00 12/10/2015,16.751,1
09:00:00 13/10/2015,16.746,1
09:00:00 14/10/2015,16.748,1
09:00:00 15/10/2015,16.739,1
09:00:00 16/10/2015,16.734,1
09:00:00 17/10/2015,16.729,1
09:00:00 18/10/2015,16.731,1
09:00:00 19/10/2015,16.732,1
09:00:00 20/10/2015,16.732,1
09:00:00 21/10/2015,16.723,1
09:00:00 22/10/2015,16.715,1
09:00:00 23/10/2015,16.719,1
09:00:00 24/10/2015,16.728,1
09:00:00 25/10/2015,16.736,1
09:00:00 26/10/2015,16.734,1
09:00:00 27/10/2015,16.74,1
09:00:00 28/10/2015,16.747,1
09:00:00 29/10/2015,16.75,1
09:00:00 30/10/2015,16.76,1
09:00:00 31/10/2015,16.764,1
09:00:00 01/11/2015,16.749,1
09:00:00 02/11/2015,16.738,1
09:00:00 03/11/2015,16.739,1
09:00:00 04/11/2015,16.748,1
09:00:00 05/11/2015,16.748,1
09:00:00 06/11/2015,16.712,1
09:00:00 07/11/2015,16.668,1
09:00:00 08/11/2015,16.643,1
09:00:00 09/11/2015,16.627,1
09:00:00 10/11/2015,16.606,1
09:00:00 11/11/2015,16.59,1
09:00:00 12/11/2015,16.591,1
09:00:00 13/11/2015,16.591,1
09:00:00 14/11/2015,16.588,1
09:00:00 15/11/2015,16.585,1
09:00:00 16/11/2015,16.585,1
09:00:00 17/11/2015,16.583,1
09:00:00 18/11/2015,16.553,1
09:00:00 19/11/2015,16.52,1
09:00:00 20/11/2015,16.483,1
09:00:00 21/11/2015,16.456,1
09:00:00 22/11/2015,16.44,1
09:00:00 23/11/2015,16.429,1
09:00:00 24/11/2015,16.43,1
09:00:00 25/11/2015,16.426,1
09:00:00 26/11/2015,16.402,1
09:00:00 27/11/2015,16.393,1
09:00:00 28/11/2015,16.394,1
09:00:00 29/11/2015,16.391,1
09:00:00 30/11/2015,16.398,1
09:00:00 01/12/2015,16.396,1
09:00:00 02/12/2015,16.399,1
09:00:00 03/12/2015,16.414,1
09:00:00 04/12/2015,16.425,1
09:00:00 05/12/2015,16.43,1
09:00:00 06/12/2015,16.421,1
09:00:00 07/12/2015,16.41,1
09:00:00 08/12/2015,16.411,1
09:00:00 09/12/2015,16.412,1
09:00:00 10/12/2015,16.416,1
09:00:00 11/12/2015,16.422,1
09:00:00 12/12/2015,16.423,1
09:00:00 13/12/2015,16.429,1
09:00:00 14/12/2015,16.424,1
09:00:00 15/12/2015,16.428,1
09:00:00 16/12/2015,16.432,1
09:00:00 17/12/2015,16.412,1
09:00:00 18/12/2015,16.378,1
09:00:00 19/12/2015,16.333,1
09:00:00 20/12/2015,16.308,1
09:00:00 21/12/2015,16.31,1
09:00:00 22/12/2015,16.335,1
09:00:00 23/12/2015,16.344,1
09:00:00 24/12/2015,16.343,1
09:00:00 25/12/2015,16.34,1
09:00:00 26/12/2015,16.327,1
09:00:00 27/12/2015,16.321,1
09:00:00 28/12/2015,16.331,1
09:00:00 29/12/2015,16.336,1
09:00:00 30/12/2015,16.342,1
09:00:00 31/12/2015,16.339,1
09:00:00 01/01/2016,16.335,1
09:00:00 02/01/2016,16.329,1
09:00:00 03/01/2016,16.332,1
09:00:00 04/01/2016,16.34,1
09:00:00 05/01/2016,16.349,1
09:00:00 06/01/2016,16.337,1
09:00:00 07/01/2016,16.324,1
09:00:00 08/01/2016,16.32,1
09:00:00 09/01/2016,16.321,1
09:00:00 10/01/2016,16.315,1
09:00:00 11/01/2016,16.316,1
09:00:00 12/01/2016,16.319,1
09:00:00 13/01/2016,16.325,1
09:00:00 14/01/2016,16.323,1
09:00:00 15/01/2016,16.324,1
09:00:00 16/01/2016,16.326,1
09:00:00 17/01/2016,16.33,1
09:00:00 18/01/2016,16.334,1
09:00:00 19/01/2016,16.327,1
09:00:00 20/01/2016,16.318,1
09:00:00 21/01/2016,16.31,1
09:00:00 22/01/2016,16.321,1
09:00:00 23/01/2016,16.344,1
09:00:00 24/01/2016,16.342,1
09:00:00 25/01/2016,16.336,1
09:00:00 26/01/2016,16.329,1
09:00:00 27/01/2016,16.326,1
09:00:00 28/01/2016,16.321,1
09:00:00 29/01/2016,16.324,1
09:00:00 30/01/2016,16.337,1
09:00:00 31/01/2016,16.349,1
09:00:00 01/02/2016,16.342,1
09:00:00 02/02/2016,16.333,1
09:00:00 03/02/2016,16.315,1
09:00:00 04/02/2016,16.304,1
09:00:00 05/02/2016,16.299,1
09:00:00 06/02/2016,16.301,1
09:00:00 07/02/2016,16.301,1
09:00:00 08/02/2016,16.298,1
09:00:00 09/02/2016,16.284,1
09:00:00 10/02/2016,16.298,1
09:00:00 11/02/2016,16.314,1
09:00:00 12/02/2016,16.32,1
09:00:00 13/02/2016,16.318,1
09:00:00 14/02/2016,16.302,1
09:00:00 15/02/2016,16.303,1
09:00:00 16/02/2016,16.306,1
09:00:00 17/02/2016,16.31,1
09:00:00 18/02/2016,16.314,1
09:00:00 19/02/2016,16.316,1
09:00:00 20/02/2016,16.308,1
09:00:00 21/02/2016,16.309,1
09:00:00 22/02/2016,16.309,1
09:00:00 23/02/2016,16.311,1
09:00:00 24/02/2016,16.308,1
09:00:00 25/02/2016,16.308,1
09:00:00 26/02/2016,16.307,1
09:00:00 27/02/2016,16.309,1
09:00:00 28/02/2016,16.31,1
09:00:00 29/02/2016,16.309,1
09:00:00 01/03/2016,16.33,1
09:00:00 02/03/2016,16.328,1
09:00:00 03/03/2016,16.324,1
09:00:00 04/03/2016,16.323,1
09:00:00 05/03/2016,16.327,1
09:00:00 06/03/2016,16.332,1
09:00:00 07/03/2016,16.333,1
09:00:00 08/03/2016,16.337,1
09:00:00 09/03/2016,16.331,1
09:00:00 10/03/2016,16.318,1
09:00:00 11/03/2016,16.321,1
09:00:00 12/03/2016,16.318,1
09:00:00 13/03/2016,16.315,1
09:00:00 14/03/2016,16.316,1
09:00:00 15/03/2016,16.31,1
