"Time","A4260903","X"
09:00:00 16/03/2016,0.621,1
09:00:00 17/03/2016,0.546,1
09:00:00 18/03/2016,0.577,1
09:00:00 19/03/2016,0.85,1
09:00:00 20/03/2016,0.61,1
09:00:00 21/03/2016,0.592,1
09:00:00 22/03/2016,0.572,1
09:00:00 23/03/2016,0.51,1
09:00:00 24/03/2016,0.618,1
09:00:00 25/03/2016,0.58,1
09:00:00 26/03/2016,0.616,1
09:00:00 27/03/2016,0.598,1
09:00:00 28/03/2016,0.598,1
09:00:00 29/03/2016,0.578,1
09:00:00 30/03/2016,0.61,1
09:00:00 31/03/2016,0.568,1
09:00:00 01/04/2016,0.533,1
09:00:00 02/04/2016,0.528,1
09:00:00 03/04/2016,0.645,1
09:00:00 04/04/2016,0.582,1
09:00:00 05/04/2016,0.53,1
09:00:00 06/04/2016,0.602,1
09:00:00 07/04/2016,0.647,1
09:00:00 08/04/2016,0.583,1
09:00:00 09/04/2016,0.597,1
09:00:00 10/04/2016,0.58,1
09:00:00 11/04/2016,0.636,1
09:00:00 12/04/2016,0.655,1
09:00:00 13/04/2016,0.63,1
09:00:00 14/04/2016,0.574,1
09:00:00 15/04/2016,0.527,1
09:00:00 16/04/2016,0.562,1
09:00:00 17/04/2016,0.648,1
09:00:00 18/04/2016,0.576,1
09:00:00 19/04/2016,0.524,1
09:00:00 20/04/2016,0.52,1
09:00:00 21/04/2016,0.542,1
09:00:00 22/04/2016,0.621,1
09:00:00 23/04/2016,0.623,1
09:00:00 24/04/2016,0.596,1
09:00:00 25/04/2016,0.521,1
09:00:00 26/04/2016,0.505,1
09:00:00 27/04/2016,0.461,1
09:00:00 28/04/2016,0.472,1
09:00:00 29/04/2016,0.512,1
09:00:00 30/04/2016,0.499,1
09:00:00 01/05/2016,0.484,1
09:00:00 02/05/2016,0.603,1
09:00:00 03/05/2016,0.462,1
09:00:00 04/05/2016,0.547,1
09:00:00 05/05/2016,0.46,1
09:00:00 06/05/2016,0.461,1
09:00:00 07/05/2016,0.532,1
09:00:00 08/05/2016,0.47,1
09:00:00 09/05/2016,0.424,1
09:00:00 10/05/2016,0.475,1
09:00:00 11/05/2016,0.683,1
09:00:00 12/05/2016,0.569,1
09:00:00 13/05/2016,0.533,1
09:00:00 14/05/2016,0.482,1
09:00:00 15/05/2016,0.468,1
09:00:00 16/05/2016,0.547,1
09:00:00 17/05/2016,0.481,1
09:00:00 18/05/2016,0.517,1
09:00:00 19/05/2016,0.516,1
09:00:00 20/05/2016,0.525,1
09:00:00 21/05/2016,0.479,1
09:00:00 22/05/2016,0.409,1
09:00:00 23/05/2016,0.424,1
09:00:00 24/05/2016,0.529,1
09:00:00 25/05/2016,0.457,1
09:00:00 26/05/2016,0.458,1
09:00:00 27/05/2016,0.567,1
09:00:00 28/05/2016,0.571,1
09:00:00 29/05/2016,0.568,1
09:00:00 30/05/2016,0.49,1
09:00:00 31/05/2016,0.472,1
09:00:00 01/06/2016,0.505,1
09:00:00 02/06/2016,0.536,1
09:00:00 03/06/2016,0.553,1
09:00:00 04/06/2016,0.588,1
09:00:00 05/06/2016,0.593,1
09:00:00 06/06/2016,0.563,1
09:00:00 07/06/2016,0.664,1
09:00:00 08/06/2016,0.603,1
09:00:00 09/06/2016,0.487,1
09:00:00 10/06/2016,0.686,1
09:00:00 11/06/2016,0.591,1
09:00:00 12/06/2016,0.638,1
09:00:00 13/06/2016,0.567,1
09:00:00 14/06/2016,0.527,1
09:00:00 15/06/2016,0.579,1
09:00:00 16/06/2016,0.545,1
09:00:00 17/06/2016,0.545,1
09:00:00 18/06/2016,0.634,1
09:00:00 19/06/2016,0.624,1
09:00:00 20/06/2016,0.632,1
09:00:00 21/06/2016,0.593,1
09:00:00 22/06/2016,0.603,1
09:00:00 23/06/2016,0.582,1
09:00:00 24/06/2016,0.604,1
09:00:00 25/06/2016,0.783,1
09:00:00 26/06/2016,0.578,1
09:00:00 27/06/2016,0.589,1
09:00:00 28/06/2016,0.64,1
09:00:00 29/06/2016,0.61,1
09:00:00 30/06/2016,0.541,1
09:00:00 01/07/2016,0.705,1
09:00:00 02/07/2016,0.626,1
09:00:00 03/07/2016,0.62,1
09:00:00 04/07/2016,0.607,1
09:00:00 05/07/2016,0.67,1
09:00:00 06/07/2016,0.754,1
09:00:00 07/07/2016,0.716,1
