"Time","A4261110","X"
"and","Level (m)",""
"Date","Mean","Qual"
09:00:00 02/06/2015,3.166,1
09:00:00 03/06/2015,3.163,1
09:00:00 04/06/2015,3.159,1
09:00:00 05/06/2015,3.152,1
09:00:00 06/06/2015,3.155,1
09:00:00 07/06/2015,3.151,1
09:00:00 08/06/2015,3.146,1
09:00:00 09/06/2015,3.147,1
09:00:00 10/06/2015,3.163,1
09:00:00 11/06/2015,3.166,1
09:00:00 12/06/2015,3.164,1
09:00:00 13/06/2015,3.163,1
09:00:00 14/06/2015,3.163,1
09:00:00 15/06/2015,3.166,1
09:00:00 16/06/2015,3.17,1
09:00:00 17/06/2015,3.182,1
09:00:00 18/06/2015,3.174,1
09:00:00 19/06/2015,3.173,1
09:00:00 20/06/2015,3.166,1
09:00:00 21/06/2015,3.159,1
09:00:00 22/06/2015,3.146,1
09:00:00 23/06/2015,3.139,1
09:00:00 24/06/2015,3.152,1
09:00:00 25/06/2015,3.162,1
09:00:00 26/06/2015,3.162,1
09:00:00 27/06/2015,3.16,1
09:00:00 28/06/2015,3.16,1
09:00:00 29/06/2015,3.16,1
09:00:00 30/06/2015,3.16,1
09:00:00 01/07/2015,3.16,1
09:00:00 02/07/2015,3.158,1
09:00:00 03/07/2015,3.164,1
09:00:00 04/07/2015,3.169,1
09:00:00 05/07/2015,3.181,1
09:00:00 06/07/2015,3.179,1
09:00:00 07/07/2015,3.182,1
09:00:00 08/07/2015,3.19,1
09:00:00 09/07/2015,3.195,1
09:00:00 10/07/2015,3.196,1
09:00:00 11/07/2015,3.2,1
09:00:00 12/07/2015,3.21,1
09:00:00 13/07/2015,3.231,1
09:00:00 14/07/2015,3.231,1
09:00:00 15/07/2015,3.23,1
09:00:00 16/07/2015,3.248,1
09:00:00 17/07/2015,3.255,1
09:00:00 18/07/2015,3.253,1
09:00:00 19/07/2015,3.25,1
09:00:00 20/07/2015,3.229,1
09:00:00 21/07/2015,3.216,1
09:00:00 22/07/2015,3.192,1
09:00:00 23/07/2015,3.194,1
09:00:00 24/07/2015,3.196,1
09:00:00 25/07/2015,3.19,1
09:00:00 26/07/2015,3.179,1
09:00:00 27/07/2015,3.19,1
09:00:00 28/07/2015,3.193,1
09:00:00 29/07/2015,3.191,1
09:00:00 30/07/2015,3.188,1
09:00:00 31/07/2015,3.189,1
09:00:00 01/08/2015,3.198,1
09:00:00 02/08/2015,3.224,1
09:00:00 03/08/2015,3.229,1
09:00:00 04/08/2015,3.23,1
09:00:00 05/08/2015,3.222,1
09:00:00 06/08/2015,3.221,1
09:00:00 07/08/2015,3.217,1
09:00:00 08/08/2015,3.204,1
09:00:00 09/08/2015,3.196,1
09:00:00 10/08/2015,3.186,1
09:00:00 11/08/2015,3.184,1
09:00:00 12/08/2015,3.162,1
09:00:00 13/08/2015,3.186,1
09:00:00 14/08/2015,3.187,1
09:00:00 15/08/2015,3.188,1
09:00:00 16/08/2015,3.19,1
09:00:00 17/08/2015,3.183,1
09:00:00 18/08/2015,3.188,1
09:00:00 19/08/2015,3.192,1
09:00:00 20/08/2015,3.188,1
09:00:00 21/08/2015,3.169,1
09:00:00 22/08/2015,3.169,1
09:00:00 23/08/2015,3.169,1
09:00:00 24/08/2015,3.185,1
09:00:00 25/08/2015,3.196,1
09:00:00 26/08/2015,3.196,1
09:00:00 27/08/2015,3.173,1
09:00:00 28/08/2015,3.171,1
09:00:00 29/08/2015,3.174,1
09:00:00 30/08/2015,3.172,1
09:00:00 31/08/2015,3.17,1
09:00:00 01/09/2015,3.169,1
09:00:00 02/09/2015,3.17,1
09:00:00 03/09/2015,3.203,1
09:00:00 04/09/2015,3.23,1
09:00:00 05/09/2015,3.229,1
09:00:00 06/09/2015,3.215,1
09:00:00 07/09/2015,3.197,1
09:00:00 08/09/2015,3.188,1
09:00:00 09/09/2015,3.181,1
09:00:00 10/09/2015,3.174,1
09:00:00 11/09/2015,3.161,1
09:00:00 12/09/2015,3.153,1
09:00:00 13/09/2015,3.169,1
09:00:00 14/09/2015,3.177,1
09:00:00 15/09/2015,3.18,1
09:00:00 16/09/2015,3.183,1
09:00:00 17/09/2015,3.186,1
09:00:00 18/09/2015,3.201,1
09:00:00 19/09/2015,3.208,1
09:00:00 20/09/2015,3.214,1
09:00:00 21/09/2015,3.225,1
09:00:00 22/09/2015,3.25,1
09:00:00 23/09/2015,3.264,1
09:00:00 24/09/2015,3.249,1
09:00:00 25/09/2015,3.224,1
09:00:00 26/09/2015,3.213,1
09:00:00 27/09/2015,3.197,1
09:00:00 28/09/2015,3.192,1
09:00:00 29/09/2015,3.2,1
09:00:00 30/09/2015,3.196,1
09:00:00 01/10/2015,3.188,1
09:00:00 02/10/2015,3.183,1
09:00:00 03/10/2015,3.165,1
09:00:00 04/10/2015,3.157,1
09:00:00 05/10/2015,3.163,1
09:00:00 06/10/2015,3.162,1
09:00:00 07/10/2015,3.194,1
09:00:00 08/10/2015,3.2,1
09:00:00 09/10/2015,3.2,1
09:00:00 10/10/2015,3.201,1
09:00:00 11/10/2015,3.205,1
09:00:00 12/10/2015,3.223,1
09:00:00 13/10/2015,3.23,1
09:00:00 14/10/2015,3.228,1
09:00:00 15/10/2015,3.206,1
09:00:00 16/10/2015,3.2,1
09:00:00 17/10/2015,3.222,1
09:00:00 18/10/2015,3.223,1
09:00:00 19/10/2015,3.206,1
09:00:00 20/10/2015,3.202,1
09:00:00 21/10/2015,3.207,1
09:00:00 22/10/2015,3.229,1
09:00:00 23/10/2015,3.229,1
09:00:00 24/10/2015,3.217,1
09:00:00 25/10/2015,3.202,1
09:00:00 26/10/2015,3.206,1
09:00:00 27/10/2015,3.222,1
09:00:00 28/10/2015,3.207,1
09:00:00 29/10/2015,3.205,1
09:00:00 30/10/2015,3.203,1
09:00:00 31/10/2015,3.201,1
09:00:00 01/11/2015,3.198,1
09:00:00 02/11/2015,3.202,1
09:00:00 03/11/2015,3.211,1
09:00:00 04/11/2015,3.217,1
09:00:00 05/11/2015,3.27,1
09:00:00 06/11/2015,3.264,1
09:00:00 07/11/2015,3.25,1
09:00:00 08/11/2015,3.235,1
09:00:00 09/11/2015,3.209,1
