"Time","A4260550","X"
"and","Level (m)",""
"Date","Mean","Qual"
09:00:00 02/06/2015,10.013,1
09:00:00 03/06/2015,10.013,1
09:00:00 04/06/2015,10.012,1
09:00:00 05/06/2015,10.013,1
09:00:00 06/06/2015,9.988,1
09:00:00 07/06/2015,9.991,1
09:00:00 08/06/2015,9.994,1
09:00:00 09/06/2015,10.002,1
09:00:00 10/06/2015,9.997,1
09:00:00 11/06/2015,9.992,1
09:00:00 12/06/2015,9.995,1
09:00:00 13/06/2015,9.997,1
09:00:00 14/06/2015,9.998,1
09:00:00 15/06/2015,10,1
09:00:00 16/06/2015,10.01,1
09:00:00 17/06/2015,10.018,1
09:00:00 18/06/2015,10.023,1
09:00:00 19/06/2015,10.018,1
09:00:00 20/06/2015,10.013,1
09:00:00 21/06/2015,10.015,1
09:00:00 22/06/2015,10.017,1
09:00:00 23/06/2015,10.021,1
09:00:00 24/06/2015,10.016,1
09:00:00 25/06/2015,10.016,1
09:00:00 26/06/2015,10.014,1
09:00:00 27/06/2015,10.015,1
09:00:00 28/06/2015,10.016,1
09:00:00 29/06/2015,10.013,1
09:00:00 30/06/2015,10.016,1
09:00:00 01/07/2015,10.016,1
09:00:00 02/07/2015,10.029,1
09:00:00 03/07/2015,10.11,1
09:00:00 04/07/2015,10.164,1
09:00:00 05/07/2015,10.151,1
09:00:00 06/07/2015,10.142,1
09:00:00 07/07/2015,10.155,1
09:00:00 08/07/2015,10.164,1
09:00:00 09/07/2015,10.175,1
09:00:00 10/07/2015,10.2,1
09:00:00 11/07/2015,10.221,1
09:00:00 12/07/2015,10.229,1
09:00:00 13/07/2015,10.217,1
09:00:00 14/07/2015,10.22,1
09:00:00 15/07/2015,10.233,1
09:00:00 16/07/2015,10.23,1
09:00:00 17/07/2015,10.219,1
09:00:00 18/07/2015,10.185,1
09:00:00 19/07/2015,10.157,1
09:00:00 20/07/2015,10.143,1
09:00:00 21/07/2015,10.136,1
09:00:00 22/07/2015,10.138,1
09:00:00 23/07/2015,10.131,1
09:00:00 24/07/2015,10.101,1
09:00:00 25/07/2015,10.092,1
09:00:00 26/07/2015,10.101,1
09:00:00 27/07/2015,10.085,1
09:00:00 28/07/2015,10.085,1
09:00:00 29/07/2015,10.093,1
09:00:00 30/07/2015,10.104,1
09:00:00 31/07/2015,10.14,1
09:00:00 01/08/2015,10.16,1
09:00:00 02/08/2015,10.167,1
09:00:00 03/08/2015,10.177,1
09:00:00 04/08/2015,10.174,1
09:00:00 05/08/2015,10.17,1
09:00:00 06/08/2015,10.157,1
09:00:00 07/08/2015,10.149,1
09:00:00 08/08/2015,10.149,1
09:00:00 09/08/2015,10.151,1
09:00:00 10/08/2015,10.154,1
09:00:00 11/08/2015,10.148,1
09:00:00 12/08/2015,10.161,1
09:00:00 13/08/2015,10.141,1
09:00:00 14/08/2015,10.138,1
09:00:00 15/08/2015,10.137,1
09:00:00 16/08/2015,10.141,1
09:00:00 17/08/2015,10.147,1
09:00:00 18/08/2015,10.149,1
09:00:00 19/08/2015,10.141,1
09:00:00 20/08/2015,10.129,1
09:00:00 21/08/2015,10.119,1
09:00:00 22/08/2015,10.096,1
09:00:00 23/08/2015,10.08,1
09:00:00 24/08/2015,10.059,1
09:00:00 25/08/2015,10.04,1
09:00:00 26/08/2015,10.038,1
09:00:00 27/08/2015,10.053,1
09:00:00 28/08/2015,10.058,1
09:00:00 29/08/2015,10.059,1
09:00:00 30/08/2015,10.063,1
09:00:00 31/08/2015,10.069,1
09:00:00 01/09/2015,10.077,1
09:00:00 02/09/2015,10.111,1
09:00:00 03/09/2015,10.154,1
09:00:00 04/09/2015,10.16,1
09:00:00 05/09/2015,10.137,1
09:00:00 06/09/2015,10.112,1
09:00:00 07/09/2015,10.117,1
09:00:00 08/09/2015,10.1,1
09:00:00 09/09/2015,10.095,1
09:00:00 10/09/2015,10.105,1
09:00:00 11/09/2015,10.112,1
09:00:00 12/09/2015,10.113,1
09:00:00 13/09/2015,10.1,1
09:00:00 14/09/2015,10.095,1
09:00:00 15/09/2015,10.111,1
09:00:00 16/09/2015,10.111,1
09:00:00 17/09/2015,10.128,1
09:00:00 18/09/2015,10.153,1
09:00:00 19/09/2015,10.19,1
09:00:00 20/09/2015,10.205,1
09:00:00 21/09/2015,10.213,1
09:00:00 22/09/2015,10.215,1
09:00:00 23/09/2015,10.203,1
09:00:00 24/09/2015,10.193,1
09:00:00 25/09/2015,10.174,1
09:00:00 26/09/2015,10.175,1
09:00:00 27/09/2015,10.182,1
09:00:00 28/09/2015,10.19,1
09:00:00 29/09/2015,10.191,1
09:00:00 30/09/2015,10.184,1
09:00:00 01/10/2015,10.174,1
09:00:00 02/10/2015,10.177,1
09:00:00 03/10/2015,10.19,1
09:00:00 04/10/2015,10.206,1
09:00:00 05/10/2015,10.211,1
09:00:00 06/10/2015,10.227,1
09:00:00 07/10/2015,10.223,1
09:00:00 08/10/2015,10.212,1
09:00:00 09/10/2015,10.227,1
09:00:00 10/10/2015,10.248,1
09:00:00 11/10/2015,10.244,1
09:00:00 12/10/2015,10.236,1
09:00:00 13/10/2015,10.232,1
09:00:00 14/10/2015,10.217,1
09:00:00 15/10/2015,10.215,1
09:00:00 16/10/2015,10.205,1
09:00:00 17/10/2015,10.182,1
09:00:00 18/10/2015,10.182,1
09:00:00 19/10/2015,10.18,1
09:00:00 20/10/2015,10.182,1
09:00:00 21/10/2015,10.188,1
09:00:00 22/10/2015,10.184,1
09:00:00 23/10/2015,10.198,1
09:00:00 24/10/2015,10.215,1
09:00:00 25/10/2015,10.218,1
09:00:00 26/10/2015,10.225,1
09:00:00 27/10/2015,10.209,1
09:00:00 28/10/2015,10.225,1
09:00:00 29/10/2015,10.235,1
09:00:00 30/10/2015,10.212,1
09:00:00 31/10/2015,10.21,1
09:00:00 01/11/2015,10.216,1
09:00:00 02/11/2015,10.22,1
09:00:00 03/11/2015,10.22,1
09:00:00 04/11/2015,10.205,1
09:00:00 05/11/2015,10.221,1
09:00:00 06/11/2015,10.238,1
09:00:00 07/11/2015,10.213,1
09:00:00 08/11/2015,10.177,1
09:00:00 09/11/2015,10.142,1
09:00:00 10/11/2015,10.106,1
09:00:00 11/11/2015,10.058,1
09:00:00 12/11/2015,10.054,1
09:00:00 13/11/2015,10.067,1
09:00:00 14/11/2015,10.069,1
09:00:00 15/11/2015,10.07,1
09:00:00 16/11/2015,10.071,1
09:00:00 17/11/2015,10.082,1
09:00:00 18/11/2015,10.096,1
09:00:00 19/11/2015,10.098,1
09:00:00 20/11/2015,10.09,1
09:00:00 21/11/2015,10.065,1
09:00:00 22/11/2015,10.045,1
09:00:00 23/11/2015,10.033,1
09:00:00 24/11/2015,10.018,1
09:00:00 25/11/2015,10.023,1
09:00:00 26/11/2015,10.049,1
09:00:00 27/11/2015,10.014,1
09:00:00 28/11/2015,10.016,1
09:00:00 29/11/2015,10.021,1
09:00:00 30/11/2015,10.017,1
09:00:00 01/12/2015,10.039,1
09:00:00 02/12/2015,10.028,1
09:00:00 03/12/2015,10.02,1
09:00:00 04/12/2015,10.028,1
09:00:00 05/12/2015,10.037,1
09:00:00 06/12/2015,10.04,1
09:00:00 07/12/2015,10.035,1
09:00:00 08/12/2015,10.038,1
09:00:00 09/12/2015,10.045,1
09:00:00 10/12/2015,10.037,1
09:00:00 11/12/2015,10.042,1
09:00:00 12/12/2015,10.037,1
09:00:00 13/12/2015,10.037,1
09:00:00 14/12/2015,10.045,1
09:00:00 15/12/2015,10.042,1
09:00:00 16/12/2015,10.037,1
09:00:00 17/12/2015,10.051,1
09:00:00 18/12/2015,10.059,1
09:00:00 19/12/2015,10.071,1
09:00:00 20/12/2015,10.062,1
09:00:00 21/12/2015,10.024,1
09:00:00 22/12/2015,10.016,1
09:00:00 23/12/2015,10.025,1
09:00:00 24/12/2015,10.029,1
09:00:00 25/12/2015,10.037,1
09:00:00 26/12/2015,10.05,1
09:00:00 27/12/2015,10.025,1
09:00:00 28/12/2015,10.015,1
09:00:00 29/12/2015,10.019,1
09:00:00 30/12/2015,10.026,1
09:00:00 31/12/2015,10.035,1
09:00:00 01/01/2016,10.036,1
09:00:00 02/01/2016,10.04,1
09:00:00 03/01/2016,10.029,1
09:00:00 04/01/2016,10.03,1
09:00:00 05/01/2016,10.046,1
09:00:00 06/01/2016,10.059,1
09:00:00 07/01/2016,10.048,1
09:00:00 08/01/2016,10.028,1
09:00:00 09/01/2016,10.025,1
09:00:00 10/01/2016,10.023,1
09:00:00 11/01/2016,10.02,1
09:00:00 12/01/2016,10.016,1
09:00:00 13/01/2016,10.016,1
09:00:00 14/01/2016,10.03,1
09:00:00 15/01/2016,10.022,1
09:00:00 16/01/2016,10.035,1
09:00:00 17/01/2016,10.053,1
09:00:00 18/01/2016,10.063,1
09:00:00 19/01/2016,10.068,1
09:00:00 20/01/2016,10.064,1
09:00:00 21/01/2016,10.062,1
09:00:00 22/01/2016,10.059,1
09:00:00 23/01/2016,10.104,1
09:00:00 24/01/2016,10.115,1
09:00:00 25/01/2016,10.108,1
09:00:00 26/01/2016,10.1,1
09:00:00 27/01/2016,10.093,1
09:00:00 28/01/2016,10.091,1
09:00:00 29/01/2016,10.083,1
09:00:00 30/01/2016,10.095,1
09:00:00 31/01/2016,10.116,1
09:00:00 01/02/2016,10.122,1
09:00:00 02/02/2016,10.137,1
09:00:00 03/02/2016,10.158,1
09:00:00 04/02/2016,10.112,1
09:00:00 05/02/2016,10.091,1
09:00:00 06/02/2016,10.083,1
09:00:00 07/02/2016,10.072,1
09:00:00 08/02/2016,10.073,1
09:00:00 09/02/2016,10.074,1
09:00:00 10/02/2016,10.096,1
09:00:00 11/02/2016,10.113,1
09:00:00 12/02/2016,10.135,1
09:00:00 13/02/2016,10.15,1
09:00:00 14/02/2016,10.138,1
09:00:00 15/02/2016,10.124,1
09:00:00 16/02/2016,10.129,1
09:00:00 17/02/2016,10.132,1
09:00:00 18/02/2016,10.137,1
09:00:00 19/02/2016,10.147,1
09:00:00 20/02/2016,10.15,1
09:00:00 21/02/2016,10.142,1
09:00:00 22/02/2016,10.144,1
09:00:00 23/02/2016,10.147,1
09:00:00 24/02/2016,10.154,1
09:00:00 25/02/2016,10.149,1
09:00:00 26/02/2016,10.157,1
09:00:00 27/02/2016,10.151,1
09:00:00 28/02/2016,10.148,1
09:00:00 29/02/2016,10.147,1
09:00:00 01/03/2016,10.129,1
09:00:00 02/03/2016,10.124,1
09:00:00 03/03/2016,10.109,1
09:00:00 04/03/2016,10.094,1
09:00:00 05/03/2016,10.072,1
09:00:00 06/03/2016,10.054,1
09:00:00 07/03/2016,10.055,1
09:00:00 08/03/2016,10.047,1
09:00:00 09/03/2016,10.056,1
09:00:00 10/03/2016,10.045,1
09:00:00 11/03/2016,10.045,1
09:00:00 12/03/2016,10.047,1
09:00:00 13/03/2016,10.038,1
09:00:00 14/03/2016,10.04,1
09:00:00 15/03/2016,10.026,1
