"Time","A4261159","X"
09:00:00 16/03/2016,0.592,1
09:00:00 17/03/2016,0.562,1
09:00:00 18/03/2016,0.679,1
09:00:00 19/03/2016,0.658,1
09:00:00 20/03/2016,0.57,1
09:00:00 21/03/2016,0.563,1
09:00:00 22/03/2016,0.562,1
09:00:00 23/03/2016,0.544,1
09:00:00 24/03/2016,0.569,1
09:00:00 25/03/2016,0.567,1
09:00:00 26/03/2016,0.572,1
09:00:00 27/03/2016,0.565,1
09:00:00 28/03/2016,0.552,1
09:00:00 29/03/2016,0.548,1
09:00:00 30/03/2016,0.565,1
09:00:00 31/03/2016,0.55,1
09:00:00 01/04/2016,0.533,1
09:00:00 02/04/2016,0.553,1
09:00:00 03/04/2016,0.56,1
09:00:00 04/04/2016,0.552,1
09:00:00 05/04/2016,0.53,1
09:00:00 06/04/2016,0.578,1
09:00:00 07/04/2016,0.582,1
09:00:00 08/04/2016,0.559,1
09:00:00 09/04/2016,0.561,1
09:00:00 10/04/2016,0.568,1
09:00:00 11/04/2016,0.611,1
09:00:00 12/04/2016,0.596,1
09:00:00 13/04/2016,0.586,1
09:00:00 14/04/2016,0.576,1
09:00:00 15/04/2016,0.568,1
09:00:00 16/04/2016,0.583,1
09:00:00 17/04/2016,0.587,1
09:00:00 18/04/2016,0.579,1
09:00:00 19/04/2016,0.563,1
09:00:00 20/04/2016,0.557,1
09:00:00 21/04/2016,0.578,1
09:00:00 22/04/2016,0.588,1
09:00:00 23/04/2016,0.58,1
09:00:00 24/04/2016,0.577,1
09:00:00 25/04/2016,0.561,1
09:00:00 26/04/2016,0.55,1
09:00:00 27/04/2016,0.524,1
09:00:00 28/04/2016,0.554,1
09:00:00 29/04/2016,0.551,1
09:00:00 30/04/2016,0.559,1
09:00:00 01/05/2016,0.634,1
09:00:00 02/05/2016,0.576,1
09:00:00 03/05/2016,0.582,1
09:00:00 04/05/2016,0.602,1
09:00:00 05/05/2016,0.543,1
09:00:00 06/05/2016,0.551,1
09:00:00 07/05/2016,0.567,1
09:00:00 08/05/2016,0.542,1
09:00:00 09/05/2016,0.513,1
09:00:00 10/05/2016,0.699,1
09:00:00 11/05/2016,0.63,1
09:00:00 12/05/2016,0.616,1
09:00:00 13/05/2016,0.579,1
09:00:00 14/05/2016,0.555,1
09:00:00 15/05/2016,0.564,1
09:00:00 16/05/2016,0.557,1
09:00:00 17/05/2016,0.577,1
09:00:00 18/05/2016,0.568,1
09:00:00 19/05/2016,0.574,1
09:00:00 20/05/2016,0.58,1
09:00:00 21/05/2016,0.547,1
09:00:00 22/05/2016,0.496,1
09:00:00 23/05/2016,0.586,1
09:00:00 24/05/2016,0.563,1
09:00:00 25/05/2016,0.542,1
09:00:00 26/05/2016,0.56,1
09:00:00 27/05/2016,0.584,1
09:00:00 28/05/2016,0.641,1
09:00:00 29/05/2016,0.587,1
09:00:00 30/05/2016,0.539,1
09:00:00 31/05/2016,0.538,1
09:00:00 01/06/2016,0.571,1
09:00:00 02/06/2016,0.59,1
09:00:00 03/06/2016,0.601,1
09:00:00 04/06/2016,0.616,1
09:00:00 05/06/2016,0.616,1
09:00:00 06/06/2016,0.652,1
09:00:00 07/06/2016,0.689,1
09:00:00 08/06/2016,0.62,1
09:00:00 09/06/2016,0.603,1
09:00:00 10/06/2016,0.691,1
09:00:00 11/06/2016,0.667,1
09:00:00 12/06/2016,0.65,1
09:00:00 13/06/2016,0.625,1
09:00:00 14/06/2016,0.601,1
09:00:00 15/06/2016,0.63,1
09:00:00 16/06/2016,0.609,1
09:00:00 17/06/2016,0.632,1
09:00:00 18/06/2016,0.654,1
09:00:00 19/06/2016,0.652,1
09:00:00 20/06/2016,0.664,1
09:00:00 21/06/2016,0.651,1
09:00:00 22/06/2016,0.691,1
09:00:00 23/06/2016,0.659,1
09:00:00 24/06/2016,0.75,1
09:00:00 25/06/2016,0.728,1
09:00:00 26/06/2016,0.653,1
09:00:00 27/06/2016,0.67,1
09:00:00 28/06/2016,0.681,1
09:00:00 29/06/2016,0.672,1
09:00:00 30/06/2016,0.656,1
09:00:00 01/07/2016,0.76,1
09:00:00 02/07/2016,0.69,1
09:00:00 03/07/2016,0.687,1
09:00:00 04/07/2016,0.682,1
09:00:00 05/07/2016,0.758,1
09:00:00 06/07/2016,0.746,1
09:00:00 07/07/2016,0.741,1
09:00:00 08/07/2016,0.742,1
09:00:00 09/07/2016,0.731,1
09:00:00 10/07/2016,0.653,1
09:00:00 11/07/2016,0.673,1
09:00:00 12/07/2016,0.826,1
09:00:00 13/07/2016,0.936,1
09:00:00 14/07/2016,0.796,1
09:00:00 15/07/2016,0.793,1
09:00:00 16/07/2016,0.792,1
09:00:00 17/07/2016,0.772,1
09:00:00 18/07/2016,0.767,1
09:00:00 19/07/2016,0.794,1
09:00:00 20/07/2016,0.788,1
09:00:00 21/07/2016,0.775,1
09:00:00 22/07/2016,0.756,1
09:00:00 23/07/2016,0.905,1
09:00:00 24/07/2016,0.775,1
09:00:00 25/07/2016,0.885,1
09:00:00 26/07/2016,0.882,1
09:00:00 27/07/2016,0.888,1
09:00:00 28/07/2016,0.877,1
09:00:00 29/07/2016,0.85,1
09:00:00 30/07/2016,0.812,1
09:00:00 31/07/2016,0.789,1
09:00:00 01/08/2016,0.777,1
09:00:00 02/08/2016,0.829,1
09:00:00 03/08/2016,0.846,1
09:00:00 04/08/2016,0.844,1
09:00:00 05/08/2016,0.83,1
09:00:00 06/08/2016,0.781,1
09:00:00 07/08/2016,0.736,1
09:00:00 08/08/2016,0.671,1
09:00:00 09/08/2016,0.658,1
09:00:00 10/08/2016,0.699,1
09:00:00 11/08/2016,0.752,1
09:00:00 12/08/2016,0.716,1
09:00:00 13/08/2016,0.728,1
09:00:00 14/08/2016,0.735,1
09:00:00 15/08/2016,0.724,1
09:00:00 16/08/2016,0.698,1
09:00:00 17/08/2016,0.716,1
09:00:00 18/08/2016,0.694,1
09:00:00 19/08/2016,0.726,1
09:00:00 20/08/2016,0.83,1
09:00:00 21/08/2016,0.799,1
09:00:00 22/08/2016,0.814,1
09:00:00 23/08/2016,0.841,1
09:00:00 24/08/2016,0.851,1
09:00:00 25/08/2016,0.865,1
09:00:00 26/08/2016,0.886,1
09:00:00 27/08/2016,0.872,1
09:00:00 28/08/2016,0.847,1
09:00:00 29/08/2016,0.813,1
09:00:00 30/08/2016,0.786,1
09:00:00 31/08/2016,0.847,1
09:00:00 01/09/2016,0.851,1
09:00:00 02/09/2016,0.842,1
