"Time","A4260903","X"
"and","Discharge (Ml/day)",""
"Date","Mean","Qual"
09:00:00 02/06/2015,3572.5,1
09:00:00 03/06/2015,3565.5,1
09:00:00 04/06/2015,3558.5,1
09:00:00 05/06/2015,3488,1
09:00:00 06/06/2015,3184.5,1
09:00:00 07/06/2015,2992.5,1
09:00:00 08/06/2015,2979.5,1
09:00:00 09/06/2015,2923,1
09:00:00 10/06/2015,2929.5,1
09:00:00 11/06/2015,3011.5,1
09:00:00 12/06/2015,3081.5,1
09:00:00 13/06/2015,3126.5,1
09:00:00 14/06/2015,3146,1
09:00:00 15/06/2015,3192,1
09:00:00 16/06/2015,3311,1
09:00:00 17/06/2015,3661,1
09:00:00 18/06/2015,3741,1
09:00:00 19/06/2015,3608.5,1
09:00:00 20/06/2015,3608.5,1
09:00:00 21/06/2015,3487.5,1
09:00:00 22/06/2015,3382,1
09:00:00 23/06/2015,3262.5,1
09:00:00 24/06/2015,3152,1
09:00:00 25/06/2015,3212.5,1
09:00:00 26/06/2015,3340,1
09:00:00 27/06/2015,3319.5,1
09:00:00 28/06/2015,3272,1
09:00:00 29/06/2015,3279,1
09:00:00 30/06/2015,3286,1
09:00:00 01/07/2015,3299.25,1
09:00:00 02/07/2015,3312.5,1
09:00:00 03/07/2015,3745,1
09:00:00 04/07/2015,5652,1
09:00:00 05/07/2015,7202,1
09:00:00 06/07/2015,7237,1
09:00:00 07/07/2015,7272.5,1
09:00:00 08/07/2015,7389,1
09:00:00 09/07/2015,7690.5,1
09:00:00 10/07/2015,8039,1
09:00:00 11/07/2015,8417.5,1
09:00:00 12/07/2015,8657.5,1
09:00:00 13/07/2015,8876,1
09:00:00 14/07/2015,9209,1
09:00:00 15/07/2015,9257,1
09:00:00 16/07/2015,9276.5,1
09:00:00 17/07/2015,9286.5,1
09:00:00 18/07/2015,9014,1
09:00:00 19/07/2015,8751.5,1
09:00:00 20/07/2015,8599.5,1
09:00:00 21/07/2015,8123,1
09:00:00 22/07/2015,7410,1
09:00:00 23/07/2015,7050,1
09:00:00 24/07/2015,7095,1
09:00:00 25/07/2015,6394.5,1
09:00:00 26/07/2015,5563,1
09:00:00 27/07/2015,5520,1
09:00:00 28/07/2015,5298.5,1
09:00:00 29/07/2015,5034,1
09:00:00 30/07/2015,5059.5,1
09:00:00 31/07/2015,5531,1
09:00:00 01/08/2015,6002.5,1
09:00:00 02/08/2015,6474,1
09:00:00 03/08/2015,6626.5,1
09:00:00 04/08/2015,6826,1
09:00:00 05/08/2015,7251,1
09:00:00 06/08/2015,7413,1
09:00:00 07/08/2015,7340,1
09:00:00 08/08/2015,7185.5,1
09:00:00 09/08/2015,7077,1
09:00:00 10/08/2015,7005.5,1
09:00:00 11/08/2015,6979,1
09:00:00 12/08/2015,6838.5,1
09:00:00 13/08/2015,6820.5,1
09:00:00 14/08/2015,6934.5,1
09:00:00 15/08/2015,6899,1
09:00:00 16/08/2015,6917,1
09:00:00 17/08/2015,6944,1
09:00:00 18/08/2015,6926,1
09:00:00 19/08/2015,6943.5,1
09:00:00 20/08/2015,6764,1
09:00:00 21/08/2015,6392,1
09:00:00 22/08/2015,5994.5,1
09:00:00 23/08/2015,5720,1
09:00:00 24/08/2015,5552.5,1
09:00:00 25/08/2015,5366.5,1
09:00:00 26/08/2015,5148,1
09:00:00 27/08/2015,4889.5,1
09:00:00 28/08/2015,4731,1
09:00:00 29/08/2015,4739.5,1
09:00:00 30/08/2015,4805.5,1
09:00:00 31/08/2015,4805.5,1
09:00:00 01/09/2015,4898.25,1
09:00:00 02/09/2015,4991,1
09:00:00 03/09/2015,5877,1
09:00:00 04/09/2015,7246,1
09:00:00 05/09/2015,7840.5,1
09:00:00 06/09/2015,7655,1
09:00:00 07/09/2015,7251.5,1
09:00:00 08/09/2015,6675.5,1
09:00:00 09/09/2015,6033.5,1
09:00:00 10/09/2015,5751,1
09:00:00 11/09/2015,5641.5,1
09:00:00 12/09/2015,5391,1
09:00:00 13/09/2015,5326,1
09:00:00 14/09/2015,5487.5,1
09:00:00 15/09/2015,5539,1
09:00:00 16/09/2015,5513,1
09:00:00 17/09/2015,5461.5,1
09:00:00 18/09/2015,5765,1
09:00:00 19/09/2015,6668,1
09:00:00 20/09/2015,7334.5,1
09:00:00 21/09/2015,7380,1
09:00:00 22/09/2015,7500.5,1
09:00:00 23/09/2015,8204.5,1
09:00:00 24/09/2015,8766.5,1
09:00:00 25/09/2015,8715,1
09:00:00 26/09/2015,8369,1
09:00:00 27/09/2015,8052.5,1
09:00:00 28/09/2015,7933,1
09:00:00 29/09/2015,7905.5,1
09:00:00 30/09/2015,7878.5,1
09:00:00 01/10/2015,7783.25,1
09:00:00 02/10/2015,7688,1
09:00:00 03/10/2015,7517.5,1
09:00:00 04/10/2015,7357.5,1
09:00:00 05/10/2015,7393,1
09:00:00 06/10/2015,7544,1
09:00:00 07/10/2015,7589,1
09:00:00 08/10/2015,7807,1
09:00:00 09/10/2015,8108,1
09:00:00 10/10/2015,8434,1
09:00:00 11/10/2015,8695.5,1
09:00:00 12/10/2015,8723.5,1
09:00:00 13/10/2015,8818,1
09:00:00 14/10/2015,8903,1
09:00:00 15/10/2015,8631,1
09:00:00 16/10/2015,8238,1
09:00:00 17/10/2015,7905.5,1
09:00:00 18/10/2015,7758.5,1
09:00:00 19/10/2015,7823,1
09:00:00 20/10/2015,7777,1
09:00:00 21/10/2015,7731,1
09:00:00 22/10/2015,7777,1
09:00:00 23/10/2015,7906.5,1
09:00:00 24/10/2015,8203,1
09:00:00 25/10/2015,8406.5,1
09:00:00 26/10/2015,8020,1
09:00:00 27/10/2015,8141,1
09:00:00 28/10/2015,8648.5,1
09:00:00 29/10/2015,8583.5,1
09:00:00 30/10/2015,8537,1
09:00:00 31/10/2015,7897.5,1
09:00:00 01/11/2015,7149,1
09:00:00 02/11/2015,7194.5,1
09:00:00 03/11/2015,7348.5,1
09:00:00 04/11/2015,7919,1
09:00:00 05/11/2015,9241,1
09:00:00 06/11/2015,9858.5,1
09:00:00 07/11/2015,9352.5,1
09:00:00 08/11/2015,8882.5,1
09:00:00 09/11/2015,8539.5,1
09:00:00 10/11/2015,7738,1
09:00:00 11/11/2015,6564.5,1
09:00:00 12/11/2015,5787.5,1
09:00:00 13/11/2015,5220.5,1
09:00:00 14/11/2015,4498.5,1
09:00:00 15/11/2015,4048.5,1
09:00:00 16/11/2015,3964,1
09:00:00 17/11/2015,4040.5,1
09:00:00 18/11/2015,4071,1
09:00:00 19/11/2015,4188,1
09:00:00 20/11/2015,4180.5,1
09:00:00 21/11/2015,4301,1
09:00:00 22/11/2015,4561,1
09:00:00 23/11/2015,4440.5,1
09:00:00 24/11/2015,4071.5,1
09:00:00 25/11/2015,3761,1
09:00:00 26/11/2015,3219.5,1
09:00:00 27/11/2015,2950.5,1
09:00:00 28/11/2015,3237.5,1
09:00:00 29/11/2015,3292,1
09:00:00 30/11/2015,3210,1
09:00:00 01/12/2015,3095.5,1
09:00:00 02/12/2015,2970.5,1
09:00:00 03/12/2015,2991.5,1
09:00:00 04/12/2015,3022.5,1
09:00:00 05/12/2015,2985,1
09:00:00 06/12/2015,3060,1
09:00:00 07/12/2015,3123,1
09:00:00 08/12/2015,3174,1
09:00:00 09/12/2015,3478,1
09:00:00 10/12/2015,3611,1
09:00:00 11/12/2015,3201.5,1
09:00:00 12/12/2015,2881,1
09:00:00 13/12/2015,2929.5,1
09:00:00 14/12/2015,3034.5,1
09:00:00 15/12/2015,3123.5,1
09:00:00 16/12/2015,3547,1
09:00:00 17/12/2015,3932,1
09:00:00 18/12/2015,3848,1
09:00:00 19/12/2015,3603.5,1
09:00:00 20/12/2015,3396.5,1
09:00:00 21/12/2015,3375.5,1
09:00:00 22/12/2015,3237.5,1
09:00:00 23/12/2015,3005,1
09:00:00 24/12/2015,1657,1
09:00:00 25/12/2015,332.5,1
09:00:00 26/12/2015,329.5,1
09:00:00 27/12/2015,317.5,1
09:00:00 28/12/2015,309,1
09:00:00 29/12/2015,310.5,1
09:00:00 30/12/2015,309.5,1
09:00:00 31/12/2015,306,1
09:00:00 01/01/2016,302,1
09:00:00 02/01/2016,301.5,1
09:00:00 03/01/2016,300,1
09:00:00 04/01/2016,299,1
09:00:00 05/01/2016,301.5,1
09:00:00 06/01/2016,304,1
09:00:00 07/01/2016,303.5,1
09:00:00 08/01/2016,301.5,1
09:00:00 09/01/2016,301,1
09:00:00 10/01/2016,298.5,1
09:00:00 11/01/2016,295,1
09:00:00 12/01/2016,293,1
09:00:00 13/01/2016,293.5,1
09:00:00 14/01/2016,294.5,1
09:00:00 15/01/2016,295.5,1
09:00:00 16/01/2016,298,1
09:00:00 17/01/2016,298,1
09:00:00 18/01/2016,296,1
09:00:00 19/01/2016,293,1
09:00:00 20/01/2016,290.5,1
09:00:00 21/01/2016,290.5,1
09:00:00 22/01/2016,290.5,1
09:00:00 23/01/2016,289,1
09:00:00 24/01/2016,286,1
09:00:00 25/01/2016,284.5,1
09:00:00 26/01/2016,286.5,1
09:00:00 27/01/2016,288,1
09:00:00 28/01/2016,287,1
09:00:00 29/01/2016,287.5,1
09:00:00 30/01/2016,290,1
09:00:00 31/01/2016,288,1
09:00:00 01/02/2016,284.5,1
09:00:00 02/02/2016,284,1
09:00:00 03/02/2016,284.5,1
09:00:00 04/02/2016,291.5,1
09:00:00 05/02/2016,293.5,1
09:00:00 06/02/2016,288,1
09:00:00 07/02/2016,284.5,1
09:00:00 08/02/2016,283,1
09:00:00 09/02/2016,282.5,1
09:00:00 10/02/2016,284,1
09:00:00 11/02/2016,3188.25,1
09:00:00 12/02/2016,6092.5,1
09:00:00 13/02/2016,6890.5,1
09:00:00 14/02/2016,7248.5,1
09:00:00 15/02/2016,7257.5,1
09:00:00 16/02/2016,7159,1
09:00:00 17/02/2016,6944,1
09:00:00 18/02/2016,6890.5,1
09:00:00 19/02/2016,6908,1
09:00:00 20/02/2016,6793.5,1
09:00:00 21/02/2016,6793.5,1
09:00:00 22/02/2016,6872.5,1
09:00:00 23/02/2016,6890.5,1
09:00:00 24/02/2016,6890.5,1
09:00:00 25/02/2016,6908,1
09:00:00 26/02/2016,6952.5,1
09:00:00 27/02/2016,6988.5,1
09:00:00 28/02/2016,7050.5,1
09:00:00 29/02/2016,7059,1
09:00:00 01/03/2016,7059,1
09:00:00 02/03/2016,6747,1
09:00:00 03/03/2016,6330.5,1
09:00:00 04/03/2016,6175.5,1
09:00:00 05/03/2016,5490,1
09:00:00 06/03/2016,4914.5,1
09:00:00 07/03/2016,4864.5,1
09:00:00 08/03/2016,4654,1
09:00:00 09/03/2016,4535.5,1
