Discharge[Ml/day]:Instantaneous
Time	A4260515	
09:00:00 30/07/2015	5926
09:00:00 31/07/2015	6300.16666666667
09:00:00 01/08/2015	6674.33333333333
09:00:00 02/08/2015	7048.5
09:00:00 03/08/2015	7132.5
09:00:00 04/08/2015	7107
09:00:00 05/08/2015	6956.5
09:00:00 06/08/2015	6823
09:00:00 07/08/2015	6839.5
09:00:00 08/08/2015	6939.5
09:00:00 09/08/2015	7006
09:00:00 10/08/2015	6889.5
09:00:00 11/08/2015	6756.5
09:00:00 12/08/2015	6634.5
09:00:00 13/08/2015	6561
09:00:00 14/08/2015	6666.5
09:00:00 15/08/2015	6806.5
09:00:00 16/08/2015	6922.5
09:00:00 17/08/2015	7014.5
09:00:00 18/08/2015	7115.5
09:00:00 19/08/2015	6917
09:00:00 20/08/2015	6610
09:00:00 21/08/2015	6171.5
09:00:00 22/08/2015	5846
09:00:00 23/08/2015	5861.5
09:00:00 24/08/2015	5675
09:00:00 25/08/2015	5357.5
09:00:00 26/08/2015	5387
09:00:00 27/08/2015	5548
09:00:00 28/08/2015	5509
09:00:00 29/08/2015	5587.5
09:00:00 30/08/2015	5674
09:00:00 31/08/2015	5786.5
09:00:00 01/09/2015	6111.5
09:00:00 02/09/2015	6436.5
09:00:00 03/09/2015	7123
09:00:00 04/09/2015	7556.5
09:00:00 05/09/2015	7257
09:00:00 06/09/2015	6854
09:00:00 07/09/2015	6718
09:00:00 08/09/2015	6539
09:00:00 09/09/2015	6632
09:00:00 10/09/2015	6722
09:00:00 11/09/2015	6627
09:00:00 12/09/2015	6446
09:00:00 13/09/2015	6267.5
09:00:00 14/09/2015	6124
09:00:00 15/09/2015	6311
09:00:00 16/09/2015	6725
09:00:00 17/09/2015	6973
09:00:00 18/09/2015	7637.5
09:00:00 19/09/2015	8580.5
09:00:00 20/09/2015	8942
09:00:00 21/09/2015	8977.5
09:00:00 22/09/2015	9147.5
09:00:00 23/09/2015	9201
09:00:00 24/09/2015	8982
09:00:00 25/09/2015	8817.5
09:00:00 26/09/2015	8836
09:00:00 27/09/2015	8998.5
09:00:00 28/09/2015	9134
09:00:00 29/09/2015	9207.5
09:00:00 30/09/2015	9126
09:00:00 01/10/2015	9140.25
09:00:00 02/10/2015	9154.5
09:00:00 03/10/2015	9556
09:00:00 04/10/2015	9694
09:00:00 05/10/2015	9584
09:00:00 06/10/2015	9446
09:00:00 07/10/2015	9296.5
09:00:00 08/10/2015	9462.5
09:00:00 09/10/2015	9880.5
09:00:00 10/10/2015	10019
09:00:00 11/10/2015	9952.5
09:00:00 12/10/2015	9768
09:00:00 13/10/2015	9713
09:00:00 14/10/2015	9559
09:00:00 15/10/2015	9414.5
09:00:00 16/10/2015	9101.5
09:00:00 17/10/2015	8698.5
09:00:00 18/10/2015	8734.5
09:00:00 19/10/2015	8815
09:00:00 20/10/2015	8725
09:00:00 21/10/2015	8698
09:00:00 22/10/2015	8680.5
09:00:00 23/10/2015	9060.5
09:00:00 24/10/2015	9512
09:00:00 25/10/2015	9604
09:00:00 26/10/2015	9485.5
09:00:00 27/10/2015	9494.5
09:00:00 28/10/2015	9856
09:00:00 29/10/2015	10036
09:00:00 30/10/2015	9688.5
09:00:00 31/10/2015	9283.5
09:00:00 01/11/2015	9104.5
09:00:00 02/11/2015	8926.5
09:00:00 03/11/2015	8936
09:00:00 04/11/2015	8643.5
09:00:00 05/11/2015	8647.5
09:00:00 06/11/2015	8971.5
09:00:00 07/11/2015	8574
09:00:00 08/11/2015	7898
09:00:00 09/11/2015	7350
09:00:00 10/11/2015	6709
09:00:00 11/11/2015	6027.5
09:00:00 12/11/2015	5669.5
09:00:00 13/11/2015	5677
09:00:00 14/11/2015	5750
09:00:00 15/11/2015	5701
09:00:00 16/11/2015	5636
09:00:00 17/11/2015	5759
09:00:00 18/11/2015	5982
09:00:00 19/11/2015	6074
09:00:00 20/11/2015	5883.5
09:00:00 21/11/2015	5541.5
09:00:00 22/11/2015	5230.5
09:00:00 23/11/2015	4970.5
09:00:00 24/11/2015	4746.5
09:00:00 25/11/2015	4828.5
09:00:00 26/11/2015	4596.5
09:00:00 27/11/2015	4461
09:00:00 28/11/2015	4708.5
09:00:00 29/11/2015	4600
09:00:00 30/11/2015	4615.5
09:00:00 01/12/2015	4608
09:00:00 02/12/2015	4608
09:00:00 03/12/2015	4771.5
09:00:00 04/12/2015	4986.5
09:00:00 05/12/2015	5180.5
09:00:00 06/12/2015	5188.5
09:00:00 07/12/2015	5050
09:00:00 08/12/2015	4921.5
09:00:00 09/12/2015	4874
09:00:00 10/12/2015	4905.5
09:00:00 11/12/2015	4985.5
09:00:00 12/12/2015	5066.5
09:00:00 13/12/2015	5123.5
09:00:00 14/12/2015	5083
09:00:00 15/12/2015	5083
09:00:00 16/12/2015	5148
09:00:00 17/12/2015	5494
09:00:00 18/12/2015	5898
09:00:00 19/12/2015	5857
09:00:00 20/12/2015	5442
09:00:00 21/12/2015	4813
09:00:00 22/12/2015	4694.5
09:00:00 23/12/2015	4977.5
09:00:00 24/12/2015	2629.5
09:00:00 25/12/2015	2849.59090909091
09:00:00 26/12/2015	3069.68181818182
09:00:00 27/12/2015	3289.77272727273
09:00:00 28/12/2015	3509.86363636364
09:00:00 29/12/2015	3729.95454545455
09:00:00 30/12/2015	3950.04545454545
09:00:00 31/12/2015	4170.13636363636
09:00:00 01/01/2016	4390.22727272727
09:00:00 02/01/2016	4610.31818181818
09:00:00 03/01/2016	4830.40909090909
09:00:00 04/01/2016	5050.5
09:00:00 05/01/2016	5288.5
09:00:00 06/01/2016	5508.5
09:00:00 07/01/2016	5571
09:00:00 08/01/2016	5432
09:00:00 09/01/2016	5293.5
09:00:00 10/01/2016	5197.5
09:00:00 11/01/2016	5134
09:00:00 12/01/2016	5158
09:00:00 13/01/2016	5246
09:00:00 14/01/2016	5144
09:00:00 15/01/2016	5299
09:00:00 16/01/2016	5847
09:00:00 17/01/2016	6057
09:00:00 18/01/2016	6099
09:00:00 19/01/2016	6099
09:00:00 20/01/2016	5940
09:00:00 21/01/2016	5815.5
09:00:00 22/01/2016	6129.5
09:00:00 23/01/2016	6716.5
09:00:00 24/01/2016	7001
09:00:00 25/01/2016	6983
09:00:00 26/01/2016	6821.5
09:00:00 27/01/2016	6634.5
09:00:00 28/01/2016	6399
09:00:00 29/01/2016	6312
09:00:00 30/01/2016	6601
09:00:00 31/01/2016	6902
09:00:00 01/02/2016	7037.5
09:00:00 02/02/2016	7592
09:00:00 03/02/2016	7582
09:00:00 04/02/2016	7241.5
09:00:00 05/02/2016	7294.5
09:00:00 06/02/2016	7116.5
09:00:00 07/02/2016	7002.5
09:00:00 08/02/2016	6669
09:00:00 09/02/2016	6946
09:00:00 10/02/2016	7762.5
09:00:00 11/02/2016	8149
09:00:00 12/02/2016	8747
09:00:00 13/02/2016	9160.5
09:00:00 14/02/2016	8945.5
09:00:00 15/02/2016	8713.5
09:00:00 16/02/2016	8686
09:00:00 17/02/2016	8759.5
09:00:00 18/02/2016	8843
09:00:00 19/02/2016	8954.5
09:00:00 20/02/2016	8908.5
09:00:00 21/02/2016	8779
09:00:00 22/02/2016	8760
09:00:00 23/02/2016	8806
09:00:00 24/02/2016	8806
09:00:00 25/02/2016	8824.5
09:00:00 26/02/2016	8861.5
09:00:00 27/02/2016	8806
09:00:00 28/02/2016	8750.5
09:00:00 29/02/2016	8796.5
09:00:00 01/03/2016	8505
09:00:00 02/03/2016	8167.5
09:00:00 03/03/2016	7827
09:00:00 04/03/2016	7415
09:00:00 05/03/2016	6882.5
09:00:00 06/03/2016	6462.5
09:00:00 07/03/2016	6454
09:00:00 08/03/2016	6280.5
09:00:00 09/03/2016	6141
09:00:00 10/03/2016	6006.5
09:00:00 11/03/2016	5939.5
09:00:00 12/03/2016	5915
09:00:00 13/03/2016	5799.5
09:00:00 14/03/2016	5637
09:00:00 15/03/2016	5540
09:00:00 16/03/2016	5645
09:00:00 17/03/2016	5783
09:00:00 18/03/2016	5638
09:00:00 19/03/2016	5629.5
09:00:00 20/03/2016	5742
09:00:00 21/03/2016	5620.5
09:00:00 22/03/2016	5653
09:00:00 23/03/2016	5807.5
09:00:00 24/03/2016	5815.5
09:00:00 25/03/2016	5938
09:00:00 26/03/2016	6176
09:00:00 27/03/2016	6251
09:00:00 28/03/2016	6318.5
09:00:00 29/03/2016	6420
09:00:00 30/03/2016	6437
09:00:00 31/03/2016	6488.5
09:00:00 01/04/2016	6740
09:00:00 02/04/2016	6941.5
09:00:00 03/04/2016	6994.5
09:00:00 04/04/2016	7021
09:00:00 05/04/2016	7030
09:00:00 06/04/2016	6862.5
09:00:00 07/04/2016	6730
09:00:00 08/04/2016	6268
09:00:00 09/04/2016	5712
09:00:00 10/04/2016	5530
09:00:00 11/04/2016	5247
09:00:00 12/04/2016	4855
09:00:00 13/04/2016	4514
09:00:00 14/04/2016	4436
09:00:00 15/04/2016	4428
09:00:00 16/04/2016	4327
09:00:00 17/04/2016	4303.5
09:00:00 18/04/2016	4436
09:00:00 19/04/2016	4546
09:00:00 20/04/2016	4554
09:00:00 21/04/2016	4530.5
09:00:00 22/04/2016	4483.5
09:00:00 23/04/2016	4087.5
09:00:00 24/04/2016	3794
09:00:00 25/04/2016	3897.5
09:00:00 26/04/2016	3936
09:00:00 27/04/2016	3976
09:00:00 28/04/2016	3804
09:00:00 29/04/2016	3302.5
09:00:00 30/04/2016	2741.5
09:00:00 01/05/2016	2711
09:00:00 02/05/2016	2857.5
09:00:00 03/05/2016	2864
09:00:00 04/05/2016	2779.5
09:00:00 05/05/2016	2568
09:00:00 06/05/2016	2530
09:00:00 07/05/2016	2512
09:00:00 08/05/2016	2536
09:00:00 09/05/2016	2536
09:00:00 10/05/2016	2350
09:00:00 11/05/2016	2183.5
09:00:00 12/05/2016	2345.5
09:00:00 13/05/2016	2506
09:00:00 14/05/2016	2488
09:00:00 15/05/2016	2441
09:00:00 16/05/2016	2400
09:00:00 17/05/2016	2411.5
09:00:00 18/05/2016	2405.5
09:00:00 19/05/2016	2400
09:00:00 20/05/2016	2429.5
09:00:00 21/05/2016	2476.5
09:00:00 22/05/2016	2536
09:00:00 23/05/2016	2489
09:00:00 24/05/2016	2441
09:00:00 25/05/2016	2506
09:00:00 26/05/2016	2751
09:00:00 27/05/2016	3047.5
09:00:00 28/05/2016	3135.5
09:00:00 29/05/2016	3115.5
09:00:00 30/05/2016	3063
09:00:00 31/05/2016	2966
09:00:00 01/06/2016	2838
09:00:00 02/06/2016	2806.5
09:00:00 03/06/2016	2684
09:00:00 04/06/2016	2488.5
09:00:00 05/06/2016	2494.5
09:00:00 06/06/2016	2530
09:00:00 07/06/2016	2518
09:00:00 08/06/2016	2524
09:00:00 09/06/2016	2566
09:00:00 10/06/2016	2560
09:00:00 11/06/2016	2453
09:00:00 12/06/2016	2353.5
09:00:00 13/06/2016	2313
09:00:00 14/06/2016	2290.5
09:00:00 15/06/2016	2390
09:00:00 16/06/2016	2435.5
09:00:00 17/06/2016	2330.5
09:00:00 18/06/2016	2302
09:00:00 19/06/2016	2336.5
09:00:00 20/06/2016	2348
09:00:00 21/06/2016	2400.5
09:00:00 22/06/2016	2417.5
09:00:00 23/06/2016	2347.5
09:00:00 24/06/2016	2394.5
09:00:00 25/06/2016	2417.5
09:00:00 26/06/2016	2286
09:00:00 27/06/2016	2206.5
09:00:00 28/06/2016	2228.5
09:00:00 29/06/2016	2242
09:00:00 30/06/2016	2259
09:00:00 01/07/2016	2239.5
09:00:00 02/07/2016	2597.5
09:00:00 03/07/2016	2984
09:00:00 04/07/2016	3004.5
09:00:00 05/07/2016	3045.5
09:00:00 06/07/2016	3426
09:00:00 07/07/2016	3906.5
09:00:00 08/07/2016	4498
09:00:00 09/07/2016	5893.5
09:00:00 10/07/2016	6960
09:00:00 11/07/2016	6986.5
09:00:00 12/07/2016	7486
09:00:00 13/07/2016	8127.5
09:00:00 14/07/2016	8360.5
09:00:00 15/07/2016	9241
09:00:00 16/07/2016	9991.5
09:00:00 17/07/2016	10164.5
09:00:00 18/07/2016	10368
09:00:00 19/07/2016	10485
09:00:00 20/07/2016	10573.5
09:00:00 21/07/2016	10936
09:00:00 22/07/2016	11548.5
09:00:00 23/07/2016	13094.5
09:00:00 24/07/2016	14259
09:00:00 25/07/2016	14322.5
09:00:00 26/07/2016	14994
09:00:00 27/07/2016	15462.5
09:00:00 28/07/2016	16331.5
09:00:00 29/07/2016	17477.5
09:00:00 30/07/2016	18642
09:00:00 31/07/2016	19956.5
09:00:00 01/08/2016	20655
09:00:00 02/08/2016	22086
09:00:00 03/08/2016	23507
09:00:00 04/08/2016	24234.5
09:00:00 05/08/2016	24912.5
09:00:00 06/08/2016	26260
09:00:00 07/08/2016	27135
09:00:00 08/08/2016	26844
09:00:00 09/08/2016	27043
09:00:00 10/08/2016	27239
09:00:00 11/08/2016	27079.5
09:00:00 12/08/2016	27416.5
09:00:00 13/08/2016	27822.5
09:00:00 14/08/2016	27996.5
09:00:00 15/08/2016	28345
09:00:00 16/08/2016	28710.5
09:00:00 17/08/2016	28937
09:00:00 18/08/2016	28920
09:00:00 19/08/2016	29124
09:00:00 20/08/2016	29584.5
09:00:00 21/08/2016	29878
09:00:00 22/08/2016	30076.5
09:00:00 23/08/2016	29986
09:00:00 24/08/2016	29512
09:00:00 25/08/2016	28627
09:00:00 26/08/2016	27771
09:00:00 27/08/2016	27610.5
09:00:00 28/08/2016	27805
09:00:00 29/08/2016	27722.5
09:00:00 30/08/2016	27923.5
09:00:00 31/08/2016	28416
