Discharge[Ml/day]:Instantaneous
Time	A4261110	
09:00:00 11/11/2014	4502.8
09:00:00 12/11/2014	5223.1
09:00:00 13/11/2014	5324.8
09:00:00 14/11/2014	5442.6
09:00:00 15/11/2014	5951.7
09:00:00 16/11/2014	5113.6
09:00:00 17/11/2014	5052
09:00:00 18/11/2014	5824.3
09:00:00 19/11/2014	5567.8
09:00:00 20/11/2014	6231.3
09:00:00 21/11/2014	5365.5
09:00:00 22/11/2014	4860.4
09:00:00 23/11/2014	5573.5
09:00:00 24/11/2014	5464.3
09:00:00 25/11/2014	5102
09:00:00 26/11/2014	4179.5
09:00:00 27/11/2014	4324.9
09:00:00 28/11/2014	4738.3
09:00:00 29/11/2014	4993
09:00:00 30/11/2014	4930.7
09:00:00 01/12/2014	4768.2
09:00:00 02/12/2014	4116.7
09:00:00 03/12/2014	3858.8
09:00:00 04/12/2014	3327.8
09:00:00 05/12/2014	4441.7
09:00:00 06/12/2014	4535.3
09:00:00 07/12/2014	4193
09:00:00 08/12/2014	3573
09:00:00 09/12/2014	3158.4
09:00:00 10/12/2014	3396.2
09:00:00 11/12/2014	3856.2
09:00:00 12/12/2014	4250.4
09:00:00 13/12/2014	3284.1
09:00:00 14/12/2014	3353.6
09:00:00 15/12/2014	3308.1
09:00:00 16/12/2014	2709.2
09:00:00 17/12/2014	2776.2
09:00:00 18/12/2014	2431.4
09:00:00 19/12/2014	2603.8
09:00:00 20/12/2014	2039.9
09:00:00 21/12/2014	1832
09:00:00 22/12/2014	2488.5
09:00:00 23/12/2014	3171.3
09:00:00 24/12/2014	3657.5
09:00:00 25/12/2014	2932.8
09:00:00 26/12/2014	2432.7
09:00:00 27/12/2014	3157.6
09:00:00 28/12/2014	2984.5
09:00:00 29/12/2014	2765.3
09:00:00 30/12/2014	2859.8
09:00:00 31/12/2014	2954.7
09:00:00 01/01/2015	2810.2
09:00:00 02/01/2015	3564.4
09:00:00 03/01/2015	2375.8
09:00:00 04/01/2015	2638.4
09:00:00 05/01/2015	2463.2
09:00:00 06/01/2015	2633.2
09:00:00 07/01/2015	1627.8
09:00:00 08/01/2015	2294
09:00:00 09/01/2015	2863
09:00:00 10/01/2015	3174.1
09:00:00 11/01/2015	3250.4
09:00:00 12/01/2015	3796.36666666667
09:00:00 13/01/2015	4342.33333333333
09:00:00 14/01/2015	4888.3
09:00:00 15/01/2015	6492
09:00:00 16/01/2015	5844.4
09:00:00 17/01/2015	5212.4
09:00:00 18/01/2015	4831.6
09:00:00 19/01/2015	4316.6
09:00:00 20/01/2015	3748.2
09:00:00 21/01/2015	4625.6
09:00:00 22/01/2015	5537
09:00:00 23/01/2015	4974.7
09:00:00 24/01/2015	5430.5
09:00:00 25/01/2015	5632.8
09:00:00 26/01/2015	6108.4
09:00:00 27/01/2015	4994.6
09:00:00 28/01/2015	5069.9
09:00:00 29/01/2015	5540.8
09:00:00 30/01/2015	5377.2
09:00:00 31/01/2015	5415.8
09:00:00 01/02/2015	4817.7
09:00:00 02/02/2015	4908.6
09:00:00 03/02/2015	3766.4
09:00:00 04/02/2015	4224.2
09:00:00 05/02/2015	4536.2
