Discharge[Ml/day]:Instantaneous
Time	A4260511	
09:00:00 30/07/2015	3916
09:00:00 31/07/2015	4227.33333333333
09:00:00 01/08/2015	4538.66666666667
09:00:00 02/08/2015	4850
09:00:00 03/08/2015	4797.5
09:00:00 04/08/2015	4686
09:00:00 05/08/2015	4692.5
09:00:00 06/08/2015	4843.5
09:00:00 07/08/2015	4889.5
09:00:00 08/08/2015	4732
09:00:00 09/08/2015	4595.5
09:00:00 10/08/2015	4602
09:00:00 11/08/2015	4589
09:00:00 12/08/2015	4479.5
09:00:00 13/08/2015	4609
09:00:00 14/08/2015	4783.5
09:00:00 15/08/2015	4757.5
09:00:00 16/08/2015	4731.5
09:00:00 17/08/2015	4738
09:00:00 18/08/2015	4699
09:00:00 19/08/2015	4204.5
09:00:00 20/08/2015	3706.5
09:00:00 21/08/2015	3394.5
09:00:00 22/08/2015	3102.5
09:00:00 23/08/2015	3074.5
09:00:00 24/08/2015	3102.5
09:00:00 25/08/2015	3125
09:00:00 26/08/2015	3131
09:00:00 27/08/2015	3159.5
09:00:00 28/08/2015	3217
09:00:00 29/08/2015	3316.5
09:00:00 30/08/2015	3370
09:00:00 31/08/2015	3352
09:00:00 01/09/2015	4039.75
09:00:00 02/09/2015	4727.5
09:00:00 03/09/2015	5219.5
09:00:00 04/09/2015	5318.5
09:00:00 05/09/2015	4866
09:00:00 06/09/2015	4407
09:00:00 07/09/2015	4219
09:00:00 08/09/2015	4135.5
09:00:00 09/09/2015	4218.5
09:00:00 10/09/2015	4263.5
09:00:00 11/09/2015	4113
09:00:00 12/09/2015	3963.5
09:00:00 13/09/2015	4031
09:00:00 14/09/2015	4154.5
09:00:00 15/09/2015	4565.5
09:00:00 16/09/2015	5238.5
09:00:00 17/09/2015	5884.5
09:00:00 18/09/2015	6749.5
09:00:00 19/09/2015	7373
09:00:00 20/09/2015	7484
09:00:00 21/09/2015	7446.5
09:00:00 22/09/2015	7543
09:00:00 23/09/2015	7721.5
09:00:00 24/09/2015	7803
09:00:00 25/09/2015	7795.5
09:00:00 26/09/2015	7633
09:00:00 27/09/2015	7471.5
09:00:00 28/09/2015	7399
09:00:00 29/09/2015	7326
09:00:00 30/09/2015	7355
09:00:00 01/10/2015	7626.5
09:00:00 02/10/2015	7898
09:00:00 03/10/2015	8235.5
09:00:00 04/10/2015	8247.5
09:00:00 05/10/2015	8128.5
09:00:00 06/10/2015	8047
09:00:00 07/10/2015	8010
09:00:00 08/10/2015	8017.5
09:00:00 09/10/2015	7980.5
09:00:00 10/10/2015	7936.5
09:00:00 11/10/2015	7885.5
09:00:00 12/10/2015	7768
09:00:00 13/10/2015	7665
09:00:00 14/10/2015	7397.5
09:00:00 15/10/2015	6959
09:00:00 16/10/2015	6517
09:00:00 17/10/2015	6220
09:00:00 18/10/2015	6165
09:00:00 19/10/2015	6165
09:00:00 20/10/2015	5957.5
09:00:00 21/10/2015	5660
09:00:00 22/10/2015	5726
09:00:00 23/10/2015	6286
09:00:00 24/10/2015	6759.5
09:00:00 25/10/2015	6877.5
09:00:00 26/10/2015	6954
09:00:00 27/10/2015	6954
09:00:00 28/10/2015	6996
09:00:00 29/10/2015	7178.5
09:00:00 30/10/2015	6722
09:00:00 31/10/2015	5939
09:00:00 01/11/2015	5671.5
09:00:00 02/11/2015	5651
09:00:00 03/11/2015	5644
09:00:00 04/11/2015	5262
09:00:00 05/11/2015	4779
09:00:00 06/11/2015	4455.5
09:00:00 07/11/2015	3821
09:00:00 08/11/2015	3346
09:00:00 09/11/2015	3298
09:00:00 10/11/2015	3314
09:00:00 11/11/2015	2981
09:00:00 12/11/2015	2627
09:00:00 13/11/2015	2533.5
09:00:00 14/11/2015	2428.5
09:00:00 15/11/2015	2403
09:00:00 16/11/2015	2342
09:00:00 17/11/2015	2278
09:00:00 18/11/2015	2210.5
09:00:00 19/11/2015	2173
09:00:00 20/11/2015	2117.5
09:00:00 21/11/2015	1884
09:00:00 22/11/2015	1680
09:00:00 23/11/2015	1680
09:00:00 24/11/2015	1729
09:00:00 25/11/2015	1778.5
09:00:00 26/11/2015	1741.5
09:00:00 27/11/2015	1688
09:00:00 28/11/2015	1750.5
09:00:00 29/11/2015	1862.5
09:00:00 30/11/2015	1820.5
09:00:00 01/12/2015	1805
09:00:00 02/12/2015	2155.5
09:00:00 03/12/2015	2434
09:00:00 04/12/2015	2449
09:00:00 05/12/2015	2390
09:00:00 06/12/2015	2292
09:00:00 07/12/2015	2287.5
09:00:00 08/12/2015	2432
09:00:00 09/12/2015	2480.5
09:00:00 10/12/2015	2454.5
09:00:00 11/12/2015	2542
09:00:00 12/12/2015	2552.5
09:00:00 13/12/2015	2526
09:00:00 14/12/2015	2584.5
09:00:00 15/12/2015	2675.5
09:00:00 16/12/2015	2691.5
09:00:00 17/12/2015	2627
09:00:00 18/12/2015	2789
09:00:00 19/12/2015	2926.5
09:00:00 20/12/2015	2870.5
09:00:00 21/12/2015	2926
09:00:00 22/12/2015	2965
09:00:00 23/12/2015	2954
09:00:00 24/12/2015	2909.5
09:00:00 25/12/2015	2868
09:00:00 26/12/2015	2852
09:00:00 27/12/2015	2854.5
09:00:00 28/12/2015	2949
09:00:00 29/12/2015	3062
09:00:00 30/12/2015	3079.5
09:00:00 31/12/2015	3028
09:00:00 01/01/2016	2954
09:00:00 02/01/2016	2914.5
09:00:00 03/01/2016	2931.5
09:00:00 04/01/2016	3016.5
09:00:00 05/01/2016	3033.5
09:00:00 06/01/2016	3005
09:00:00 07/01/2016	3056.5
09:00:00 08/01/2016	3050.5
09:00:00 09/01/2016	2982
09:00:00 10/01/2016	3005
09:00:00 11/01/2016	3125.5
09:00:00 12/01/2016	3154.5
09:00:00 13/01/2016	3091
09:00:00 14/01/2016	3131.5
09:00:00 15/01/2016	3332.5
09:00:00 16/01/2016	3525.5
09:00:00 17/01/2016	3643
09:00:00 18/01/2016	3636.5
09:00:00 19/01/2016	3494.5
09:00:00 20/01/2016	3397
09:00:00 21/01/2016	3409.5
09:00:00 22/01/2016	3652
09:00:00 23/01/2016	3813
09:00:00 24/01/2016	3656
09:00:00 25/01/2016	3519
09:00:00 26/01/2016	3500.5
09:00:00 27/01/2016	3537.5
09:00:00 28/01/2016	3586.5
09:00:00 29/01/2016	3649
09:00:00 30/01/2016	3699
09:00:00 31/01/2016	3599.5
09:00:00 01/02/2016	3549.5
09:00:00 02/02/2016	4083
09:00:00 03/02/2016	4432
09:00:00 04/02/2016	4284.5
09:00:00 05/02/2016	4272
09:00:00 06/02/2016	4380
09:00:00 07/02/2016	4521.5
09:00:00 08/02/2016	4521.5
09:00:00 09/02/2016	5072.5
09:00:00 10/02/2016	6011
09:00:00 11/02/2016	6259
09:00:00 12/02/2016	6507
09:00:00 13/02/2016	6488.5
09:00:00 14/02/2016	6398.5
09:00:00 15/02/2016	6419
09:00:00 16/02/2016	6454
09:00:00 17/02/2016	6482
09:00:00 18/02/2016	6509.5
09:00:00 19/02/2016	6488.5
09:00:00 20/02/2016	6412
09:00:00 21/02/2016	6454
09:00:00 22/02/2016	6537
09:00:00 23/02/2016	6550.5
09:00:00 24/02/2016	6557.5
09:00:00 25/02/2016	6537
09:00:00 26/02/2016	6468
09:00:00 27/02/2016	6426
09:00:00 28/02/2016	6377.5
09:00:00 29/02/2016	6405.5
09:00:00 01/03/2016	6001
09:00:00 02/03/2016	5423
09:00:00 03/03/2016	5008.5
09:00:00 04/03/2016	4677
09:00:00 05/03/2016	4305.5
09:00:00 06/03/2016	3993
09:00:00 07/03/2016	3904
09:00:00 08/03/2016	3564
09:00:00 09/03/2016	3273.5
09:00:00 10/03/2016	3142.5
09:00:00 11/03/2016	3086.5
09:00:00 12/03/2016	3092.5
09:00:00 13/03/2016	3059
09:00:00 14/03/2016	3009
09:00:00 15/03/2016	2987
09:00:00 16/03/2016	3037
09:00:00 17/03/2016	3143
09:00:00 18/03/2016	3049
09:00:00 19/03/2016	2926.5
09:00:00 20/03/2016	2948.5
09:00:00 21/03/2016	3015
09:00:00 22/03/2016	3092.5
09:00:00 23/03/2016	3081
09:00:00 24/03/2016	3042
09:00:00 25/03/2016	3237
09:00:00 26/03/2016	3470.5
09:00:00 27/03/2016	3503.5
09:00:00 28/03/2016	3610
09:00:00 29/03/2016	3828.5
09:00:00 30/03/2016	4030
09:00:00 31/03/2016	4127.5
09:00:00 01/04/2016	4030.5
09:00:00 02/04/2016	3879.5
09:00:00 03/04/2016	3792
09:00:00 04/04/2016	3588.5
09:00:00 05/04/2016	3248
09:00:00 06/04/2016	2983.5
09:00:00 07/04/2016	2914
09:00:00 08/04/2016	2445.5
09:00:00 09/04/2016	1848.5
09:00:00 10/04/2016	1683
09:00:00 11/04/2016	1666.5
09:00:00 12/04/2016	1478.5
09:00:00 13/04/2016	1232
09:00:00 14/04/2016	1190.5
09:00:00 15/04/2016	1246.5
09:00:00 16/04/2016	1360.5
09:00:00 17/04/2016	1349.5
09:00:00 18/04/2016	1242
09:00:00 19/04/2016	1249.5
09:00:00 20/04/2016	1345
09:00:00 21/04/2016	1345
09:00:00 22/04/2016	1284.5
09:00:00 23/04/2016	1273.5
09:00:00 24/04/2016	1280.5
09:00:00 25/04/2016	1273.5
09:00:00 26/04/2016	1242
09:00:00 27/04/2016	1170.5
09:00:00 28/04/2016	1136.5
09:00:00 29/04/2016	1292
09:00:00 30/04/2016	1252.5
09:00:00 01/05/2016	886.5
09:00:00 02/05/2016	736.5
09:00:00 03/05/2016	758
09:00:00 04/05/2016	775
09:00:00 05/05/2016	819.5
09:00:00 06/05/2016	822.5
09:00:00 07/05/2016	831
09:00:00 08/05/2016	833.5
09:00:00 09/05/2016	915
09:00:00 10/05/2016	909.5
09:00:00 11/05/2016	799.5
09:00:00 12/05/2016	740.5
09:00:00 13/05/2016	728.5
09:00:00 14/05/2016	761.5
09:00:00 15/05/2016	736
09:00:00 16/05/2016	716
09:00:00 17/05/2016	713.5
09:00:00 18/05/2016	725
09:00:00 19/05/2016	736
09:00:00 20/05/2016	736
09:00:00 21/05/2016	722.5
09:00:00 22/05/2016	700.5
09:00:00 23/05/2016	705.5
09:00:00 24/05/2016	733
09:00:00 25/05/2016	758.5
09:00:00 26/05/2016	805
