Water Level[meter]:Instantaneous
Time	A4260516	
09:00:00 30/10/2015	9.815
09:00:00 31/10/2015	9.831
09:00:00 01/11/2015	9.853
09:00:00 02/11/2015	9.86
09:00:00 03/11/2015	9.867
09:00:00 04/11/2015	9.864
09:00:00 05/11/2015	9.864
09:00:00 06/11/2015	9.872
09:00:00 07/11/2015	9.868
09:00:00 08/11/2015	9.849
09:00:00 09/11/2015	9.827
09:00:00 10/11/2015	9.808
09:00:00 11/11/2015	9.81
09:00:00 12/11/2015	9.803
09:00:00 13/11/2015	9.822
09:00:00 14/11/2015	9.836
09:00:00 15/11/2015	9.841
09:00:00 16/11/2015	9.845
09:00:00 17/11/2015	9.852
09:00:00 18/11/2015	9.857
09:00:00 19/11/2015	9.852
09:00:00 20/11/2015	9.855
09:00:00 21/11/2015	9.847
09:00:00 22/11/2015	9.832
09:00:00 23/11/2015	9.815
09:00:00 24/11/2015	9.812
09:00:00 25/11/2015	9.807
09:00:00 26/11/2015	9.787
09:00:00 27/11/2015	9.794
09:00:00 28/11/2015	9.801
09:00:00 29/11/2015	9.808
09:00:00 30/11/2015	9.815
09:00:00 01/12/2015	9.8198
09:00:00 02/12/2015	9.8246
09:00:00 03/12/2015	9.8294
09:00:00 04/12/2015	9.8342
09:00:00 05/12/2015	9.839
09:00:00 06/12/2015	9.843
09:00:00 07/12/2015	9.845
09:00:00 08/12/2015	9.834
09:00:00 09/12/2015	9.8342
09:00:00 10/12/2015	9.8344
09:00:00 11/12/2015	9.8346
09:00:00 12/12/2015	9.8348
09:00:00 13/12/2015	9.835
09:00:00 14/12/2015	9.839
09:00:00 15/12/2015	9.848
09:00:00 16/12/2015	9.841
09:00:00 17/12/2015	9.842
09:00:00 18/12/2015	9.847
09:00:00 19/12/2015	9.842
09:00:00 20/12/2015	9.842
09:00:00 21/12/2015	9.83
09:00:00 22/12/2015	9.82
09:00:00 23/12/2015	9.831
09:00:00 24/12/2015	9.831
09:00:00 25/12/2015	9.833
09:00:00 26/12/2015	9.848
09:00:00 27/12/2015	9.834
09:00:00 28/12/2015	9.826
09:00:00 29/12/2015	9.829
09:00:00 30/12/2015	9.831
09:00:00 31/12/2015	9.835
09:00:00 01/01/2016	9.843
09:00:00 02/01/2016	9.845
09:00:00 03/01/2016	9.837
09:00:00 04/01/2016	9.84
09:00:00 05/01/2016	9.853
09:00:00 06/01/2016	9.858
09:00:00 07/01/2016	9.839
09:00:00 08/01/2016	9.823
09:00:00 09/01/2016	9.817
09:00:00 10/01/2016	9.818
09:00:00 11/01/2016	9.81
09:00:00 12/01/2016	9.817
09:00:00 13/01/2016	9.814
09:00:00 14/01/2016	9.815
09:00:00 15/01/2016	9.816
09:00:00 16/01/2016	9.821
09:00:00 17/01/2016	9.837
09:00:00 18/01/2016	9.846
09:00:00 19/01/2016	9.844
09:00:00 20/01/2016	9.837
09:00:00 21/01/2016	9.833
09:00:00 22/01/2016	9.84
09:00:00 23/01/2016	9.874
09:00:00 24/01/2016	9.89
09:00:00 25/01/2016	9.89
09:00:00 26/01/2016	9.89
09:00:00 27/01/2016	9.884
09:00:00 28/01/2016	9.874
09:00:00 29/01/2016	9.855
09:00:00 30/01/2016	9.869
09:00:00 31/01/2016	9.894
09:00:00 01/02/2016	9.895
09:00:00 02/02/2016	9.9
09:00:00 03/02/2016	9.883
09:00:00 04/02/2016	9.862
09:00:00 05/02/2016	9.845
09:00:00 06/02/2016	9.83
09:00:00 07/02/2016	9.822
09:00:00 08/02/2016	9.812
09:00:00 09/02/2016	9.805
09:00:00 10/02/2016	9.816
09:00:00 11/02/2016	9.825
09:00:00 12/02/2016	9.822
09:00:00 13/02/2016	9.822
09:00:00 14/02/2016	9.815
09:00:00 15/02/2016	9.799
09:00:00 16/02/2016	9.807
09:00:00 17/02/2016	9.819
09:00:00 18/02/2016	9.819
09:00:00 19/02/2016	9.83
09:00:00 20/02/2016	9.84
09:00:00 21/02/2016	9.833
09:00:00 22/02/2016	9.836
09:00:00 23/02/2016	9.842
09:00:00 24/02/2016	9.836
09:00:00 25/02/2016	9.84
09:00:00 26/02/2016	9.837
09:00:00 27/02/2016	9.839
09:00:00 28/02/2016	9.841
09:00:00 29/02/2016	9.836
09:00:00 01/03/2016	9.834
09:00:00 02/03/2016	9.831
09:00:00 03/03/2016	9.83
09:00:00 04/03/2016	9.821
09:00:00 05/03/2016	9.833
09:00:00 06/03/2016	9.822
09:00:00 07/03/2016	9.816
09:00:00 08/03/2016	9.826
09:00:00 09/03/2016	9.827
09:00:00 10/03/2016	9.835
09:00:00 11/03/2016	9.836
09:00:00 12/03/2016	9.837
09:00:00 13/03/2016	9.828
09:00:00 14/03/2016	9.822
09:00:00 15/03/2016	9.821
09:00:00 16/03/2016	9.81
09:00:00 17/03/2016	9.814
09:00:00 18/03/2016	9.819
09:00:00 19/03/2016	9.813
09:00:00 20/03/2016	9.812
09:00:00 21/03/2016	9.812
09:00:00 22/03/2016	9.811
09:00:00 23/03/2016	9.818
09:00:00 24/03/2016	9.82
09:00:00 25/03/2016	9.825
09:00:00 26/03/2016	9.833
09:00:00 27/03/2016	9.838
09:00:00 28/03/2016	9.845
09:00:00 29/03/2016	9.854
09:00:00 30/03/2016	9.855
09:00:00 31/03/2016	9.86
09:00:00 01/04/2016	9.868
09:00:00 02/04/2016	9.878
09:00:00 03/04/2016	9.893
09:00:00 04/04/2016	9.891
09:00:00 05/04/2016	9.897
09:00:00 06/04/2016	9.932
09:00:00 07/04/2016	9.916
09:00:00 08/04/2016	9.906
09:00:00 09/04/2016	9.886
09:00:00 10/04/2016	9.87
09:00:00 11/04/2016	9.851
09:00:00 12/04/2016	9.833
09:00:00 13/04/2016	9.822
09:00:00 14/04/2016	9.828
09:00:00 15/04/2016	9.836
09:00:00 16/04/2016	9.842
09:00:00 17/04/2016	9.842
09:00:00 18/04/2016	9.835
09:00:00 19/04/2016	9.841
09:00:00 20/04/2016	9.849
09:00:00 21/04/2016	9.846
09:00:00 22/04/2016	9.853
09:00:00 23/04/2016	9.842
09:00:00 24/04/2016	9.82
09:00:00 25/04/2016	9.813
09:00:00 26/04/2016	9.813
09:00:00 27/04/2016	9.808
09:00:00 28/04/2016	9.804
09:00:00 29/04/2016	9.798
09:00:00 30/04/2016	9.782
09:00:00 01/05/2016	9.767
09:00:00 02/05/2016	9.795
09:00:00 03/05/2016	9.798
09:00:00 04/05/2016	9.806
09:00:00 05/05/2016	9.813
09:00:00 06/05/2016	9.814
09:00:00 07/05/2016	9.821
09:00:00 08/05/2016	9.825
09:00:00 09/05/2016	9.825
09:00:00 10/05/2016	9.795
09:00:00 11/05/2016	9.824
09:00:00 12/05/2016	9.809
09:00:00 13/05/2016	9.819
09:00:00 14/05/2016	9.821
09:00:00 15/05/2016	9.819
09:00:00 16/05/2016	9.823
09:00:00 17/05/2016	9.82
09:00:00 18/05/2016	9.81
09:00:00 19/05/2016	9.805
09:00:00 20/05/2016	9.808
09:00:00 21/05/2016	9.814
09:00:00 22/05/2016	9.812
09:00:00 23/05/2016	9.804
09:00:00 24/05/2016	9.808
09:00:00 25/05/2016	9.807
09:00:00 26/05/2016	9.829
09:00:00 27/05/2016	9.851
09:00:00 28/05/2016	9.844
09:00:00 29/05/2016	9.859
09:00:00 30/05/2016	9.859
09:00:00 31/05/2016	9.866
09:00:00 01/06/2016	9.86
09:00:00 02/06/2016	9.857
09:00:00 03/06/2016	9.854
09:00:00 04/06/2016	9.839
09:00:00 05/06/2016	9.832
09:00:00 06/06/2016	9.822
09:00:00 07/06/2016	9.824
09:00:00 08/06/2016	9.83
09:00:00 09/06/2016	9.827
09:00:00 10/06/2016	9.834
09:00:00 11/06/2016	9.828
09:00:00 12/06/2016	9.83
09:00:00 13/06/2016	9.825
09:00:00 14/06/2016	9.821
09:00:00 15/06/2016	9.822
09:00:00 16/06/2016	9.82
09:00:00 17/06/2016	9.819
09:00:00 18/06/2016	9.826
09:00:00 19/06/2016	9.824
09:00:00 20/06/2016	9.817
09:00:00 21/06/2016	9.81
09:00:00 22/06/2016	9.813
09:00:00 23/06/2016	9.813
09:00:00 24/06/2016	9.799
09:00:00 25/06/2016	9.818
09:00:00 26/06/2016	9.82
09:00:00 27/06/2016	9.817
09:00:00 28/06/2016	9.815
09:00:00 29/06/2016	9.812
09:00:00 30/06/2016	9.805
09:00:00 01/07/2016	9.807
09:00:00 02/07/2016	9.814
09:00:00 03/07/2016	9.827
09:00:00 04/07/2016	9.837
09:00:00 05/07/2016	9.844
09:00:00 06/07/2016	9.84
09:00:00 07/07/2016	9.834
