Discharge[Ml/day]:Instantaneous
Time	A4260903	
09:00:00 07/03/2016	4864.5
09:00:00 08/03/2016	4654
09:00:00 09/03/2016	4535.5
09:00:00 10/03/2016	4543.5
09:00:00 11/03/2016	4705
09:00:00 12/03/2016	4807
09:00:00 13/03/2016	4696
09:00:00 14/03/2016	4388
09:00:00 15/03/2016	4197
09:00:00 16/03/2016	4378
09:00:00 17/03/2016	4493.5
09:00:00 18/03/2016	4296.5
09:00:00 19/03/2016	4296.5
09:00:00 20/03/2016	4410.5
09:00:00 21/03/2016	4319.5
09:00:00 22/03/2016	4327.5
09:00:00 23/03/2016	4327.5
09:00:00 24/03/2016	4319.5
09:00:00 25/03/2016	4335.5
09:00:00 26/03/2016	4486
09:00:00 27/03/2016	4662
09:00:00 28/03/2016	4696
09:00:00 29/03/2016	4738.5
09:00:00 30/03/2016	4950.5
09:00:00 31/03/2016	5111
09:00:00 01/04/2016	5197
09:00:00 02/04/2016	5154.5
09:00:00 03/04/2016	5090
09:00:00 04/04/2016	5227.5
09:00:00 05/04/2016	5371
09:00:00 06/04/2016	5208.5
09:00:00 07/04/2016	5244
09:00:00 08/04/2016	5785.5
09:00:00 09/04/2016	5961.5
09:00:00 10/04/2016	5793.5
09:00:00 11/04/2016	5559
09:00:00 12/04/2016	5328.5
09:00:00 13/04/2016	4992.5
09:00:00 14/04/2016	4321
09:00:00 15/04/2016	3682.5
09:00:00 16/04/2016	3436
09:00:00 17/04/2016	3436
09:00:00 18/04/2016	3566.5
09:00:00 19/04/2016	3624
09:00:00 20/04/2016	3572.5
09:00:00 21/04/2016	3617
09:00:00 22/04/2016	3661
09:00:00 23/04/2016	3698
09:00:00 24/04/2016	3720
09:00:00 25/04/2016	3609.5
09:00:00 26/04/2016	3457.5
09:00:00 27/04/2016	3339
09:00:00 28/04/2016	3210.5
09:00:00 29/04/2016	3169.5
09:00:00 30/04/2016	2991.5
09:00:00 01/05/2016	2204.5
09:00:00 02/05/2016	1703.5
09:00:00 03/05/2016	1826.5
09:00:00 04/05/2016	1896.5
09:00:00 05/05/2016	1997.5
09:00:00 06/05/2016	2150
09:00:00 07/05/2016	2247
09:00:00 08/05/2016	2411.5
09:00:00 09/05/2016	2517.5
09:00:00 10/05/2016	2392
09:00:00 11/05/2016	2405
09:00:00 12/05/2016	2460
09:00:00 13/05/2016	2437.5
09:00:00 14/05/2016	2448.5
09:00:00 15/05/2016	2344
09:00:00 16/05/2016	2201.5
09:00:00 17/05/2016	2212
09:00:00 18/05/2016	2310.5
09:00:00 19/05/2016	2354.5
09:00:00 20/05/2016	2325
09:00:00 21/05/2016	2114
09:00:00 22/05/2016	1968.5
09:00:00 23/05/2016	1968.5
09:00:00 24/05/2016	2027.5
09:00:00 25/05/2016	2166.5
09:00:00 26/05/2016	2352
09:00:00 27/05/2016	2554
09:00:00 28/05/2016	2576.5
09:00:00 29/05/2016	2576.5
09:00:00 30/05/2016	2686.5
09:00:00 31/05/2016	2858.5
09:00:00 01/06/2016	2956.5
09:00:00 02/06/2016	2914
09:00:00 03/06/2016	2884
09:00:00 04/06/2016	2878
09:00:00 05/06/2016	2896
09:00:00 06/06/2016	2836.5
09:00:00 07/06/2016	2729.5
09:00:00 08/06/2016	2789
09:00:00 09/06/2016	2836
09:00:00 10/06/2016	2753
09:00:00 11/06/2016	2694.5
09:00:00 12/06/2016	2671
09:00:00 13/06/2016	2665
09:00:00 14/06/2016	2619
09:00:00 15/06/2016	2567.5
09:00:00 16/06/2016	2573.5
09:00:00 17/06/2016	2590.5
09:00:00 18/06/2016	2562
09:00:00 19/06/2016	2568
09:00:00 20/06/2016	2613.5
09:00:00 21/06/2016	2665.5
09:00:00 22/06/2016	2625.5
09:00:00 23/06/2016	2596.5
09:00:00 24/06/2016	2501.5
09:00:00 25/06/2016	2427
09:00:00 26/06/2016	2516.5
09:00:00 27/06/2016	2522
09:00:00 28/06/2016	2527.5
09:00:00 29/06/2016	2544.5
09:00:00 30/06/2016	2584.5
09:00:00 01/07/2016	2517
09:00:00 02/07/2016	2448.5
09:00:00 03/07/2016	2488
09:00:00 04/07/2016	2522
09:00:00 05/07/2016	2390
09:00:00 06/07/2016	2459.5
09:00:00 07/07/2016	2959.5
09:00:00 08/07/2016	3574.5
09:00:00 09/07/2016	4263.5
09:00:00 10/07/2016	5143
09:00:00 11/07/2016	5688.5
09:00:00 12/07/2016	5924
09:00:00 13/07/2016	6561
09:00:00 14/07/2016	7459
09:00:00 15/07/2016	8177
09:00:00 16/07/2016	8736.5
09:00:00 17/07/2016	9170.5
09:00:00 18/07/2016	9277
09:00:00 19/07/2016	9237
09:00:00 20/07/2016	9264
09:00:00 21/07/2016	9466
09:00:00 22/07/2016	9870
09:00:00 23/07/2016	11044.5
09:00:00 24/07/2016	12516
09:00:00 25/07/2016	13024.5
09:00:00 26/07/2016	13170
09:00:00 27/07/2016	13861
09:00:00 28/07/2016	15366
09:00:00 29/07/2016	17005
09:00:00 30/07/2016	17988
09:00:00 31/07/2016	18557
09:00:00 01/08/2016	19136.5
09:00:00 02/08/2016	20006
09:00:00 03/08/2016	21460
09:00:00 04/08/2016	22649
09:00:00 05/08/2016	22967
09:00:00 06/08/2016	23450
09:00:00 07/08/2016	24071
09:00:00 08/08/2016	24432.5
09:00:00 09/08/2016	24926.5
09:00:00 10/08/2016	25299.5
09:00:00 11/08/2016	25351.5
09:00:00 12/08/2016	25429.5
09:00:00 13/08/2016	25403
09:00:00 14/08/2016	25263.5
09:00:00 15/08/2016	25473.5
09:00:00 16/08/2016	25817
09:00:00 17/08/2016	26179.5
09:00:00 18/08/2016	26907.5
09:00:00 19/08/2016	27374.5
09:00:00 20/08/2016	27408.5
09:00:00 21/08/2016	27473
09:00:00 22/08/2016	27542.5
09:00:00 23/08/2016	27507
09:00:00 24/08/2016	27490.5
09:00:00 25/08/2016	27520.5
09:00:00 26/08/2016	27173.5
09:00:00 27/08/2016	26270
09:00:00 28/08/2016	25281.5
09:00:00 29/08/2016	25015
09:00:00 30/08/2016	25174
09:00:00 31/08/2016	25277.5
