Water Level[meter]:Instantaneous
Time	A4260514	
09:00:00 23/05/2016	13.231
09:00:00 24/05/2016	13.232
09:00:00 25/05/2016	13.24
09:00:00 26/05/2016	13.26
09:00:00 27/05/2016	13.276
09:00:00 28/05/2016	13.279
09:00:00 29/05/2016	13.281
09:00:00 30/05/2016	13.278
09:00:00 31/05/2016	13.269
09:00:00 01/06/2016	13.258
09:00:00 02/06/2016	13.257
09:00:00 03/06/2016	13.256
09:00:00 04/06/2016	13.252
09:00:00 05/06/2016	13.248
09:00:00 06/06/2016	13.252
09:00:00 07/06/2016	13.249
09:00:00 08/06/2016	13.257
09:00:00 09/06/2016	13.265
09:00:00 10/06/2016	13.244
09:00:00 11/06/2016	13.247
09:00:00 12/06/2016	13.239
09:00:00 13/06/2016	13.242
09:00:00 14/06/2016	13.242
09:00:00 15/06/2016	13.243
09:00:00 16/06/2016	13.247
09:00:00 17/06/2016	13.244
09:00:00 18/06/2016	13.242
09:00:00 19/06/2016	13.249
09:00:00 20/06/2016	13.244
09:00:00 21/06/2016	13.252
09:00:00 22/06/2016	13.254
09:00:00 23/06/2016	13.25
09:00:00 24/06/2016	13.267
09:00:00 25/06/2016	13.25
09:00:00 26/06/2016	13.252
09:00:00 27/06/2016	13.248
09:00:00 28/06/2016	13.243
09:00:00 29/06/2016	13.249
09:00:00 30/06/2016	13.255
09:00:00 01/07/2016	13.242
09:00:00 02/07/2016	13.255
09:00:00 03/07/2016	13.257
09:00:00 04/07/2016	13.26
09:00:00 05/07/2016	13.263
09:00:00 06/07/2016	13.261
09:00:00 07/07/2016	13.269
09:00:00 08/07/2016	13.275
09:00:00 09/07/2016	13.278
09:00:00 10/07/2016	13.285
09:00:00 11/07/2016	13.291
09:00:00 12/07/2016	13.247
09:00:00 13/07/2016	13.193
09:00:00 14/07/2016	13.205
09:00:00 15/07/2016	13.193
09:00:00 16/07/2016	13.199
09:00:00 17/07/2016	13.211
09:00:00 18/07/2016	13.224
09:00:00 19/07/2016	13.227
09:00:00 20/07/2016	13.235
09:00:00 21/07/2016	13.234
09:00:00 22/07/2016	13.233
09:00:00 23/07/2016	13.17
09:00:00 24/07/2016	13.176
09:00:00 25/07/2016	13.17
09:00:00 26/07/2016	13.172
09:00:00 27/07/2016	13.179
09:00:00 28/07/2016	13.145
09:00:00 29/07/2016	13.155
09:00:00 30/07/2016	13.167
09:00:00 31/07/2016	13.183
09:00:00 01/08/2016	13.208
09:00:00 02/08/2016	13.22
09:00:00 03/08/2016	13.244
09:00:00 04/08/2016	13.277
09:00:00 05/08/2016	13.31
09:00:00 06/08/2016	13.3
09:00:00 07/08/2016	13.29
09:00:00 08/08/2016	13.282
09:00:00 09/08/2016	13.263
09:00:00 10/08/2016	13.244
09:00:00 11/08/2016	13.24
09:00:00 12/08/2016	13.227
09:00:00 13/08/2016	13.228
09:00:00 14/08/2016	13.236
09:00:00 15/08/2016	13.257
09:00:00 16/08/2016	13.279
09:00:00 17/08/2016	13.265
09:00:00 18/08/2016	13.248
09:00:00 19/08/2016	13.248
09:00:00 20/08/2016	13.254
09:00:00 21/08/2016	13.267
09:00:00 22/08/2016	13.282
09:00:00 23/08/2016	13.282
09:00:00 24/08/2016	13.264
09:00:00 25/08/2016	13.248
09:00:00 26/08/2016	13.235
09:00:00 27/08/2016	13.24
09:00:00 28/08/2016	13.241
09:00:00 29/08/2016	13.254
09:00:00 30/08/2016	13.276
09:00:00 31/08/2016	13.275
09:00:00 01/09/2016	13.255
09:00:00 02/09/2016	13.239
