Discharge[Ml/day]:Instantaneous
Time	A4260513	
09:00:00 18/08/2015	6883.5
09:00:00 19/08/2015	6545.5
09:00:00 20/08/2015	6161.5
09:00:00 21/08/2015	5788
09:00:00 22/08/2015	5397.5
09:00:00 23/08/2015	5300
09:00:00 24/08/2015	5238.5
09:00:00 25/08/2015	5229.5
09:00:00 26/08/2015	5282
09:00:00 27/08/2015	5352.5
09:00:00 28/08/2015	5344
09:00:00 29/08/2015	5397.5
09:00:00 30/08/2015	5558.5
09:00:00 31/08/2015	5649
09:00:00 01/09/2015	6004.75
09:00:00 02/09/2015	6360.5
09:00:00 03/09/2015	6977.5
09:00:00 04/09/2015	7393.5
09:00:00 05/09/2015	6887
09:00:00 06/09/2015	6384.5
09:00:00 07/09/2015	6385
09:00:00 08/09/2015	6256
09:00:00 09/09/2015	6224
09:00:00 10/09/2015	6280
09:00:00 11/09/2015	6280
09:00:00 12/09/2015	6160.5
09:00:00 13/09/2015	6057.5
09:00:00 14/09/2015	6089.5
09:00:00 15/09/2015	6554.5
09:00:00 16/09/2015	7003.5
09:00:00 17/09/2015	7278.5
09:00:00 18/09/2015	7853
09:00:00 19/09/2015	8439
09:00:00 20/09/2015	8848.5
09:00:00 21/09/2015	9075
09:00:00 22/09/2015	9185.5
09:00:00 23/09/2015	9135.5
09:00:00 24/09/2015	8980.5
09:00:00 25/09/2015	9018.5
09:00:00 26/09/2015	9077.5
09:00:00 27/09/2015	9097.5
09:00:00 28/09/2015	9174
09:00:00 29/09/2015	9041.5
09:00:00 30/09/2015	8704.5
09:00:00 01/10/2015	8845.25
09:00:00 02/10/2015	8986
09:00:00 03/10/2015	9634.5
09:00:00 04/10/2015	9916.5
09:00:00 05/10/2015	10019.5
09:00:00 06/10/2015	10061
09:00:00 07/10/2015	10040.5
09:00:00 08/10/2015	10232
09:00:00 09/10/2015	10548.5
09:00:00 10/10/2015	10402
09:00:00 11/10/2015	10339
09:00:00 12/10/2015	10433.5
09:00:00 13/10/2015	10297.5
09:00:00 14/10/2015	10023.5
09:00:00 15/10/2015	9686.5
09:00:00 16/10/2015	9278
09:00:00 17/10/2015	8986
09:00:00 18/10/2015	8965.5
09:00:00 19/10/2015	8986
09:00:00 20/10/2015	8996.5
09:00:00 21/10/2015	8674.5
09:00:00 22/10/2015	8311
09:00:00 23/10/2015	9003.5
09:00:00 24/10/2015	9793.5
09:00:00 25/10/2015	9968
09:00:00 26/10/2015	9979
09:00:00 27/10/2015	10032
09:00:00 28/10/2015	10281
09:00:00 29/10/2015	10445
09:00:00 30/10/2015	10045.5
09:00:00 31/10/2015	9521
09:00:00 01/11/2015	9250.5
09:00:00 02/11/2015	9030
09:00:00 03/11/2015	9020
09:00:00 04/11/2015	8703.5
09:00:00 05/11/2015	8723.5
09:00:00 06/11/2015	8842.5
09:00:00 07/11/2015	7967
09:00:00 08/11/2015	7123
09:00:00 09/11/2015	6802
09:00:00 10/11/2015	6429.5
09:00:00 11/11/2015	5893.5
09:00:00 12/11/2015	5656.5
09:00:00 13/11/2015	5709.5
09:00:00 14/11/2015	5709.5
09:00:00 15/11/2015	5656.5
09:00:00 16/11/2015	5550.5
09:00:00 17/11/2015	5692.5
09:00:00 18/11/2015	5879.5
09:00:00 19/11/2015	5815.5
09:00:00 20/11/2015	5637
09:00:00 21/11/2015	5372.5
09:00:00 22/11/2015	5058
09:00:00 23/11/2015	4858
09:00:00 24/11/2015	4813
09:00:00 25/11/2015	4946
09:00:00 26/11/2015	4828
09:00:00 27/11/2015	4627
09:00:00 28/11/2015	4643.5
09:00:00 29/11/2015	4592.5
09:00:00 30/11/2015	4669.5
09:00:00 01/12/2015	4686.5
09:00:00 02/12/2015	4791
09:00:00 03/12/2015	5008
09:00:00 04/12/2015	5096.5
09:00:00 05/12/2015	5177
09:00:00 06/12/2015	5106
09:00:00 07/12/2015	4920.5
09:00:00 08/12/2015	4876.5
09:00:00 09/12/2015	4946.5
09:00:00 10/12/2015	5008.5
09:00:00 11/12/2015	5115
09:00:00 12/12/2015	5222
09:00:00 13/12/2015	5222
09:00:00 14/12/2015	5150.5
09:00:00 15/12/2015	5150.5
09:00:00 16/12/2015	5258.5
09:00:00 17/12/2015	5502
09:00:00 18/12/2015	5879
09:00:00 19/12/2015	5919.5
09:00:00 20/12/2015	5551
09:00:00 21/12/2015	5216
09:00:00 22/12/2015	5230
09:00:00 23/12/2015	5408.5
09:00:00 24/12/2015	5211.5475
09:00:00 25/12/2015	5014.595
09:00:00 26/12/2015	5104.435
09:00:00 27/12/2015	5165.49
09:00:00 28/12/2015	5306.51
09:00:00 29/12/2015	5387.63
09:00:00 30/12/2015	5286.895
09:00:00 31/12/2015	5165.475
09:00:00 01/01/2016	5095.245
09:00:00 02/01/2016	5174.86
09:00:00 03/01/2016	5271.04
09:00:00 04/01/2016	5408.615
09:00:00 05/01/2016	5602.925
09:00:00 06/01/2016	5597.615
09:00:00 07/01/2016	5547.515
09:00:00 08/01/2016	5431.315
09:00:00 09/01/2016	5292.8
09:00:00 10/01/2016	5246.185
09:00:00 11/01/2016	5324.435
09:00:00 12/01/2016	5236.1
09:00:00 13/01/2016	5297.795
09:00:00 14/01/2016	5382.82
09:00:00 15/01/2016	5575.365
09:00:00 16/01/2016	5664.21
09:00:00 17/01/2016	5934.175
09:00:00 18/01/2016	6100.02
09:00:00 19/01/2016	6015.5
09:00:00 20/01/2016	5969.36
09:00:00 21/01/2016	5998.5
09:00:00 22/01/2016	6183.93
09:00:00 23/01/2016	6463.45
09:00:00 24/01/2016	6426.91
09:00:00 25/01/2016	6296.31
09:00:00 26/01/2016	6318.425
09:00:00 27/01/2016	6346.525
09:00:00 28/01/2016	6294.485
09:00:00 29/01/2016	6437.39
09:00:00 30/01/2016	6564.635
09:00:00 31/01/2016	6814.955
09:00:00 01/02/2016	6894.04
09:00:00 02/02/2016	7197.29
09:00:00 03/02/2016	7340.735
09:00:00 04/02/2016	7307.775
09:00:00 05/02/2016	7182.975
09:00:00 06/02/2016	7062.51
09:00:00 07/02/2016	6995.615
09:00:00 08/02/2016	6992.34
09:00:00 09/02/2016	7309.08
09:00:00 10/02/2016	8155.275
09:00:00 11/02/2016	8505.6375
09:00:00 12/02/2016	8856
09:00:00 13/02/2016	9054.5
09:00:00 14/02/2016	8883
09:00:00 15/02/2016	8818.5
09:00:00 16/02/2016	8885
09:00:00 17/02/2016	8949.5
09:00:00 18/02/2016	9016.5
09:00:00 19/02/2016	9016.5
09:00:00 20/02/2016	8930.5
09:00:00 21/02/2016	8883
09:00:00 22/02/2016	8892.5
09:00:00 23/02/2016	8940
09:00:00 24/02/2016	8921
09:00:00 25/02/2016	8911.5
09:00:00 26/02/2016	8949.5
09:00:00 27/02/2016	8949.5
09:00:00 28/02/2016	8930.5
09:00:00 29/02/2016	8911.5
09:00:00 01/03/2016	8537.5
09:00:00 02/03/2016	8109
09:00:00 03/03/2016	7734.5
09:00:00 04/03/2016	7369.5
09:00:00 05/03/2016	6874.5
09:00:00 06/03/2016	6475
09:00:00 07/03/2016	6526.5
09:00:00 08/03/2016	6311.5
09:00:00 09/03/2016	6054.5
09:00:00 10/03/2016	5893
09:00:00 11/03/2016	5834
09:00:00 12/03/2016	5825.5
09:00:00 13/03/2016	5765
09:00:00 14/03/2016	5696
09:00:00 15/03/2016	5635.5
09:00:00 16/03/2016	5661
09:00:00 17/03/2016	5704
09:00:00 18/03/2016	5687
09:00:00 19/03/2016	5652.5
09:00:00 20/03/2016	5592.5
09:00:00 21/03/2016	5541
09:00:00 22/03/2016	5635.5
09:00:00 23/03/2016	5713
09:00:00 24/03/2016	5678.5
09:00:00 25/03/2016	5847.5
09:00:00 26/03/2016	6077
09:00:00 27/03/2016	6103
09:00:00 28/03/2016	6155
09:00:00 29/03/2016	6319.5
09:00:00 30/03/2016	6559
09:00:00 31/03/2016	6782
09:00:00 01/04/2016	6985.5
09:00:00 02/04/2016	7097.5
09:00:00 03/04/2016	7111
09:00:00 04/04/2016	7097.5
09:00:00 05/04/2016	6976.5
09:00:00 06/04/2016	6759.5
09:00:00 07/04/2016	6416
09:00:00 08/04/2016	5768
09:00:00 09/04/2016	5315.5
09:00:00 10/04/2016	5150
09:00:00 11/04/2016	4938.5
09:00:00 12/04/2016	4619.5
09:00:00 13/04/2016	4368
09:00:00 14/04/2016	4320
09:00:00 15/04/2016	4255.5
09:00:00 16/04/2016	4263.5
09:00:00 17/04/2016	4344.5
09:00:00 18/04/2016	4393
09:00:00 19/04/2016	4344.5
09:00:00 20/04/2016	4328
09:00:00 21/04/2016	4368
09:00:00 22/04/2016	4408.5
09:00:00 23/04/2016	4097
09:00:00 24/04/2016	3760.5
09:00:00 25/04/2016	3783.5
09:00:00 26/04/2016	3791.5
09:00:00 27/04/2016	3631.5
09:00:00 28/04/2016	3261.5
09:00:00 29/04/2016	2854.5
09:00:00 30/04/2016	2557.5
09:00:00 01/05/2016	2576.5
09:00:00 02/05/2016	2602.5
09:00:00 03/05/2016	2424.5
09:00:00 04/05/2016	2353.5
09:00:00 05/05/2016	2334.5
09:00:00 06/05/2016	2296.5
09:00:00 07/05/2016	2258.5
09:00:00 08/05/2016	2245.5
09:00:00 09/05/2016	2258
09:00:00 10/05/2016	2154
09:00:00 11/05/2016	2129.5
09:00:00 12/05/2016	2202.5
09:00:00 13/05/2016	2196
09:00:00 14/05/2016	2202.5
09:00:00 15/05/2016	2196.5
09:00:00 16/05/2016	2178
09:00:00 17/05/2016	2172
09:00:00 18/05/2016	2178
09:00:00 19/05/2016	2196.5
09:00:00 20/05/2016	2209
09:00:00 21/05/2016	2233.5
09:00:00 22/05/2016	2258
09:00:00 23/05/2016	2221
09:00:00 24/05/2016	2202.5
09:00:00 25/05/2016	2271
09:00:00 26/05/2016	2464.5
