Water Level[meter]:Instantaneous
Time	A4260528	
09:00:00 29/01/2016	6.284
09:00:00 30/01/2016	6.277
09:00:00 31/01/2016	6.292
09:00:00 01/02/2016	6.305
09:00:00 02/02/2016	6.293
09:00:00 03/02/2016	6.349
09:00:00 04/02/2016	6.324
09:00:00 05/02/2016	6.297
09:00:00 06/02/2016	6.273
09:00:00 07/02/2016	6.259
09:00:00 08/02/2016	6.259
09:00:00 09/02/2016	6.255
09:00:00 10/02/2016	6.251
09:00:00 11/02/2016	6.271
09:00:00 12/02/2016	6.29
09:00:00 13/02/2016	6.315
09:00:00 14/02/2016	6.33
09:00:00 15/02/2016	6.318
09:00:00 16/02/2016	6.298
09:00:00 17/02/2016	6.288
09:00:00 18/02/2016	6.284
09:00:00 19/02/2016	6.289
09:00:00 20/02/2016	6.299
09:00:00 21/02/2016	6.291
09:00:00 22/02/2016	6.289
09:00:00 23/02/2016	6.295
09:00:00 24/02/2016	6.308
09:00:00 25/02/2016	6.304
09:00:00 26/02/2016	6.317
09:00:00 27/02/2016	6.308
09:00:00 28/02/2016	6.302
09:00:00 29/02/2016	6.302
09:00:00 01/03/2016	6.298
09:00:00 02/03/2016	6.287
09:00:00 03/03/2016	6.289
09:00:00 04/03/2016	6.269
09:00:00 05/03/2016	6.256
09:00:00 06/03/2016	6.249
09:00:00 07/03/2016	6.251
09:00:00 08/03/2016	6.24
09:00:00 09/03/2016	6.236
09:00:00 10/03/2016	6.246
09:00:00 11/03/2016	6.243
09:00:00 12/03/2016	6.246
09:00:00 13/03/2016	6.243
09:00:00 14/03/2016	6.234
09:00:00 15/03/2016	6.239
09:00:00 16/03/2016	6.226
09:00:00 17/03/2016	6.22
09:00:00 18/03/2016	6.24
09:00:00 19/03/2016	6.253
09:00:00 20/03/2016	6.229
09:00:00 21/03/2016	6.225
09:00:00 22/03/2016	6.222
09:00:00 23/03/2016	6.226
09:00:00 24/03/2016	6.237
09:00:00 25/03/2016	6.24
09:00:00 26/03/2016	6.249
09:00:00 27/03/2016	6.251
09:00:00 28/03/2016	6.248
09:00:00 29/03/2016	6.253
09:00:00 30/03/2016	6.266
09:00:00 31/03/2016	6.27
09:00:00 01/04/2016	6.272
09:00:00 02/04/2016	6.283
09:00:00 03/04/2016	6.29
09:00:00 04/04/2016	6.285
09:00:00 05/04/2016	6.294
09:00:00 06/04/2016	6.279
09:00:00 07/04/2016	6.315
09:00:00 08/04/2016	6.318
09:00:00 09/04/2016	6.307
09:00:00 10/04/2016	6.293
09:00:00 11/04/2016	6.287
09:00:00 12/04/2016	6.274
09:00:00 13/04/2016	6.235
09:00:00 14/04/2016	6.198
09:00:00 15/04/2016	6.194
09:00:00 16/04/2016	6.198
09:00:00 17/04/2016	6.2
09:00:00 18/04/2016	6.191
09:00:00 19/04/2016	6.194
09:00:00 20/04/2016	6.194
09:00:00 21/04/2016	6.206
09:00:00 22/04/2016	6.21
09:00:00 23/04/2016	6.205
09:00:00 24/04/2016	6.185
09:00:00 25/04/2016	6.175
09:00:00 26/04/2016	6.176
09:00:00 27/04/2016	6.174
09:00:00 28/04/2016	6.174
09:00:00 29/04/2016	6.168
09:00:00 30/04/2016	6.151
09:00:00 01/05/2016	6.154
09:00:00 02/05/2016	6.161
09:00:00 03/05/2016	6.176
09:00:00 04/05/2016	6.198
09:00:00 05/05/2016	6.19
09:00:00 06/05/2016	6.19
09:00:00 07/05/2016	6.192
09:00:00 08/05/2016	6.193
09:00:00 09/05/2016	6.199
09:00:00 10/05/2016	6.238
09:00:00 11/05/2016	6.206
09:00:00 12/05/2016	6.196
09:00:00 13/05/2016	6.183
09:00:00 14/05/2016	6.177
09:00:00 15/05/2016	6.175
09:00:00 16/05/2016	6.173
09:00:00 17/05/2016	6.175
09:00:00 18/05/2016	6.176
09:00:00 19/05/2016	6.18
09:00:00 20/05/2016	6.178
09:00:00 21/05/2016	6.186
09:00:00 22/05/2016	6.2
09:00:00 23/05/2016	6.229
09:00:00 24/05/2016	6.227
09:00:00 25/05/2016	6.219
09:00:00 26/05/2016	6.231
09:00:00 27/05/2016	6.252
09:00:00 28/05/2016	6.269
09:00:00 29/05/2016	6.257
09:00:00 30/05/2016	6.252
09:00:00 31/05/2016	6.244
09:00:00 01/06/2016	6.253
09:00:00 02/06/2016	6.255
09:00:00 03/06/2016	6.254
09:00:00 04/06/2016	6.256
09:00:00 05/06/2016	6.257
09:00:00 06/06/2016	6.259
09:00:00 07/06/2016	6.264
09:00:00 08/06/2016	6.254
09:00:00 09/06/2016	6.256
09:00:00 10/06/2016	6.268
09:00:00 11/06/2016	6.26
09:00:00 12/06/2016	6.252
09:00:00 13/06/2016	6.241
09:00:00 14/06/2016	6.239
09:00:00 15/06/2016	6.236
09:00:00 16/06/2016	6.231
09:00:00 17/06/2016	6.238
09:00:00 18/06/2016	6.241
09:00:00 19/06/2016	6.237
09:00:00 20/06/2016	6.241
09:00:00 21/06/2016	6.239
09:00:00 22/06/2016	6.242
09:00:00 23/06/2016	6.243
09:00:00 24/06/2016	6.258
09:00:00 25/06/2016	6.254
09:00:00 26/06/2016	6.237
09:00:00 27/06/2016	6.238
09:00:00 28/06/2016	6.24
09:00:00 29/06/2016	6.237
09:00:00 30/06/2016	6.234
09:00:00 01/07/2016	6.244
09:00:00 02/07/2016	6.238
09:00:00 03/07/2016	6.241
09:00:00 04/07/2016	6.246
09:00:00 05/07/2016	6.269
09:00:00 06/07/2016	6.326
09:00:00 07/07/2016	6.362
09:00:00 08/07/2016	6.409
09:00:00 09/07/2016	6.472
09:00:00 10/07/2016	6.503
09:00:00 11/07/2016	6.533
09:00:00 12/07/2016	6.584
09:00:00 13/07/2016	6.62
09:00:00 14/07/2016	6.593
09:00:00 15/07/2016	6.584
09:00:00 16/07/2016	6.614
09:00:00 17/07/2016	6.617
09:00:00 18/07/2016	6.615
09:00:00 19/07/2016	6.622
09:00:00 20/07/2016	6.619
09:00:00 21/07/2016	6.622
09:00:00 22/07/2016	6.643
09:00:00 23/07/2016	6.735
09:00:00 24/07/2016	6.729
09:00:00 25/07/2016	6.756
09:00:00 26/07/2016	6.76
09:00:00 27/07/2016	6.798
09:00:00 28/07/2016	6.83
09:00:00 29/07/2016	6.861
09:00:00 30/07/2016	6.886
09:00:00 31/07/2016	6.906
09:00:00 01/08/2016	6.925
09:00:00 02/08/2016	6.996
09:00:00 03/08/2016	7.062
09:00:00 04/08/2016	7.087
09:00:00 05/08/2016	7.108
09:00:00 06/08/2016	7.177
09:00:00 07/08/2016	7.221
09:00:00 08/08/2016	7.244
09:00:00 09/08/2016	7.27
09:00:00 10/08/2016	7.297
09:00:00 11/08/2016	7.3
09:00:00 12/08/2016	7.316
09:00:00 13/08/2016	7.33
09:00:00 14/08/2016	7.344
09:00:00 15/08/2016	7.356
09:00:00 16/08/2016	7.378
09:00:00 17/08/2016	7.407
09:00:00 18/08/2016	7.435
09:00:00 19/08/2016	7.438
09:00:00 20/08/2016	7.466
09:00:00 21/08/2016	7.455
09:00:00 22/08/2016	7.458
09:00:00 23/08/2016	7.468
09:00:00 24/08/2016	7.479
09:00:00 25/08/2016	7.474
09:00:00 26/08/2016	7.44
09:00:00 27/08/2016	7.399
09:00:00 28/08/2016	7.392
09:00:00 29/08/2016	7.386
09:00:00 30/08/2016	7.396
09:00:00 31/08/2016	7.435
09:00:00 01/09/2016	7.489
09:00:00 02/09/2016	7.509
