Sample Point Name,sampleDate,dailyStage (m),dailyVolume (ML/day),qualityCode,Comments
LK5DS_537km,04/07/2015 09:00:07,13.260,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,05/07/2015 09:00:07,13.247,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,06/07/2015 09:00:07,13.242,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,07/07/2015 09:00:07,13.247,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,08/07/2015 09:00:07,13.266,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,09/07/2015 09:00:07,13.284,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,10/07/2015 09:00:07,13.297,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,11/07/2015 09:00:07,13.299,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,12/07/2015 09:00:07,13.296,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,13/07/2015 09:00:07,13.304,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,14/07/2015 09:00:07,13.310,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,15/07/2015 09:00:07,13.314,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,16/07/2015 09:00:07,13.312,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,17/07/2015 09:00:07,13.296,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,18/07/2015 09:00:07,13.278,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,19/07/2015 09:00:07,13.274,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,20/07/2015 09:00:07,13.267,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,21/07/2015 09:00:07,13.267,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,22/07/2015 09:00:07,13.272,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,23/07/2015 09:00:07,13.275,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,24/07/2015 09:00:07,13.275,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,25/07/2015 09:00:07,13.267,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,26/07/2015 09:00:07,13.257,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,27/07/2015 09:00:07,13.259,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,28/07/2015 09:00:07,13.260,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,29/07/2015 09:00:07,13.259,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,30/07/2015 09:00:07,13.255,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,31/07/2015 09:00:07,13.260,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,01/08/2015 09:00:07,13.269,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,02/08/2015 09:00:07,13.279,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,03/08/2015 09:00:07,13.279,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,04/08/2015 09:00:07,13.280,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,05/08/2015 09:00:07,13.271,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,06/08/2015 09:00:07,13.266,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,07/08/2015 09:00:07,13.269,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,08/08/2015 09:00:07,13.273,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,09/08/2015 09:00:07,13.276,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,10/08/2015 09:00:07,13.268,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,11/08/2015 09:00:07,13.259,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,12/08/2015 09:00:07,13.255,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,13/08/2015 09:00:07,13.254,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,14/08/2015 09:00:07,13.260,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,15/08/2015 09:00:07,13.268,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,16/08/2015 09:00:07,13.274,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,17/08/2015 09:00:07,13.278,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,18/08/2015 09:00:07,13.281,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,19/08/2015 09:00:07,13.284,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,20/08/2015 09:00:07,13.274,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,21/08/2015 09:00:07,13.261,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,22/08/2015 09:00:07,13.246,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,23/08/2015 09:00:07,13.238,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,24/08/2015 09:00:07,13.232,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,25/08/2015 09:00:07,13.234,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,26/08/2015 09:00:07,13.245,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,27/08/2015 09:00:07,13.250,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,28/08/2015 09:00:07,13.252,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,29/08/2015 09:00:07,13.257,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,30/08/2015 09:00:07,13.260,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,31/08/2015 09:00:07,13.264,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,01/09/2015 09:00:07,13.270,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,02/09/2015 09:00:07,13.270,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,03/09/2015 09:00:07,13.286,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,04/09/2015 09:00:07,13.299,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,05/09/2015 09:00:07,13.300,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,06/09/2015 09:00:07,13.297,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,07/09/2015 09:00:07,13.293,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,08/09/2015 09:00:07,13.294,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,09/09/2015 09:00:07,13.293,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,10/09/2015 09:00:07,13.287,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,11/09/2015 09:00:07,13.277,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,12/09/2015 09:00:07,13.267,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,13/09/2015 09:00:07,13.254,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,14/09/2015 09:00:07,13.247,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,15/09/2015 09:00:07,13.251,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,16/09/2015 09:00:07,13.268,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,17/09/2015 09:00:07,13.280,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,18/09/2015 09:00:07,13.291,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,19/09/2015 09:00:07,13.286,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,20/09/2015 09:00:07,13.275,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,21/09/2015 09:00:07,13.279,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,22/09/2015 09:00:07,13.290,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,23/09/2015 09:00:07,13.294,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,24/09/2015 09:00:07,13.283,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,25/09/2015 09:00:07,13.288,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,26/09/2015 09:00:07,13.296,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,27/09/2015 09:00:07,13.299,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,28/09/2015 09:00:07,13.304,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,29/09/2015 09:00:07,13.303,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,30/09/2015 09:00:07,13.294,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,01/10/2015 09:00:07,13.283,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,02/10/2015 09:00:07,13.279,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,03/10/2015 09:00:07,13.287,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,04/10/2015 09:00:07,13.292,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,05/10/2015 09:00:07,13.300,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,06/10/2015 09:00:07,13.302,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,07/10/2015 09:00:07,13.300,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,08/10/2015 09:00:07,13.313,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,09/10/2015 09:00:07,13.319,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,10/10/2015 09:00:07,13.309,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,11/10/2015 09:00:07,13.295,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,12/10/2015 09:00:07,13.293,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,13/10/2015 09:00:07,13.294,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,14/10/2015 09:00:07,13.295,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,15/10/2015 09:00:07,13.295,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,16/10/2015 09:00:07,13.286,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,17/10/2015 09:00:07,13.291,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,18/10/2015 09:00:07,13.294,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,19/10/2015 09:00:07,13.291,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,20/10/2015 09:00:07,13.285,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,21/10/2015 09:00:07,13.288,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,22/10/2015 09:00:07,13.288,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,23/10/2015 09:00:07,13.283,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,24/10/2015 09:00:07,13.282,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,25/10/2015 09:00:07,13.280,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,26/10/2015 09:00:07,13.279,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,27/10/2015 09:00:07,13.293,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,28/10/2015 09:00:07,13.294,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,29/10/2015 09:00:07,13.295,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,30/10/2015 09:00:07,13.306,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,31/10/2015 09:00:07,13.300,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,01/11/2015 09:00:07,13.295,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,02/11/2015 09:00:07,13.292,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,03/11/2015 09:00:07,13.288,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,04/11/2015 09:00:07,13.294,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,05/11/2015 09:00:07,13.307,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,06/11/2015 09:00:07,13.316,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,07/11/2015 09:00:07,13.309,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,08/11/2015 09:00:07,13.280,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,09/11/2015 09:00:07,13.254,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,10/11/2015 09:00:07,13.242,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,11/11/2015 09:00:07,13.250,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,12/11/2015 09:00:07,13.256,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,13/11/2015 09:00:07,13.268,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,14/11/2015 09:00:07,13.271,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,15/11/2015 09:00:07,13.266,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,16/11/2015 09:00:07,13.263,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,17/11/2015 09:00:07,13.266,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,18/11/2015 09:00:07,13.274,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,19/11/2015 09:00:07,13.274,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,20/11/2015 09:00:07,13.273,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,21/11/2015 09:00:07,13.271,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,22/11/2015 09:00:07,13.261,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,23/11/2015 09:00:07,13.249,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,24/11/2015 09:00:07,13.252,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,25/11/2015 09:00:07,13.262,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,26/11/2015 09:00:07,13.256,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,27/11/2015 09:00:07,13.261,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,28/11/2015 09:00:07,13.258,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,29/11/2015 09:00:07,13.251,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,30/11/2015 09:00:07,13.250,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,01/12/2015 09:00:07,13.249,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,02/12/2015 09:00:07,13.251,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,03/12/2015 09:00:07,13.265,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,04/12/2015 09:00:07,13.272,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,05/12/2015 09:00:07,13.276,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,06/12/2015 09:00:07,13.274,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,07/12/2015 09:00:07,13.265,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,08/12/2015 09:00:07,13.258,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,09/12/2015 09:00:07,13.259,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,10/12/2015 09:00:07,13.268,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,11/12/2015 09:00:07,13.271,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,12/12/2015 09:00:07,13.276,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,13/12/2015 09:00:07,13.278,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,14/12/2015 09:00:07,13.276,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,15/12/2015 09:00:07,13.277,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,16/12/2015 09:00:07,13.277,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,17/12/2015 09:00:07,13.272,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,18/12/2015 09:00:07,13.266,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,19/12/2015 09:00:07,13.263,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,20/12/2015 09:00:07,13.245,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,21/12/2015 09:00:07,13.245,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,22/12/2015 09:00:07,13.264,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,23/12/2015 09:00:07,13.276,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,24/12/2015 09:00:07,13.280,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,25/12/2015 09:00:07,13.277,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,26/12/2015 09:00:07,13.270,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,27/12/2015 09:00:07,13.266,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,28/12/2015 09:00:07,13.269,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,29/12/2015 09:00:07,13.272,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,30/12/2015 09:00:07,13.273,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,31/12/2015 09:00:07,13.273,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,01/01/2016 09:00:07,13.272,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,02/01/2016 09:00:07,13.271,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,03/01/2016 09:00:07,13.273,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,04/01/2016 09:00:07,13.279,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,05/01/2016 09:00:07,13.287,0,5,No discharge at this sample point (1 Good)
LK5DS_537km,06/01/2016 09:00:07,13.288,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,07/01/2016 09:00:07,13.278,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,08/01/2016 09:00:07,13.271,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,09/01/2016 09:00:07,13.265,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,10/01/2016 09:00:07,13.257,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,11/01/2016 09:00:07,13.251,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,12/01/2016 09:00:07,13.254,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,13/01/2016 09:00:07,13.257,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,14/01/2016 09:00:07,13.258,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,15/01/2016 09:00:07,13.272,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,16/01/2016 09:00:07,13.285,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,17/01/2016 09:00:07,13.278,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,18/01/2016 09:00:07,13.276,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,19/01/2016 09:00:07,13.277,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,20/01/2016 09:00:07,13.270,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,21/01/2016 09:00:07,13.265,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,22/01/2016 09:00:07,13.271,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,23/01/2016 09:00:07,13.305,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,24/01/2016 09:00:07,13.312,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,25/01/2016 09:00:07,13.308,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,26/01/2016 09:00:07,13.301,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,27/01/2016 09:00:07,13.291,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,28/01/2016 09:00:07,13.282,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,29/01/2016 09:00:07,13.279,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,30/01/2016 09:00:07,13.294,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,31/01/2016 09:00:07,13.306,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,01/02/2016 09:00:07,13.308,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,02/02/2016 09:00:07,13.309,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,03/02/2016 09:00:07,13.297,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,04/02/2016 09:00:07,13.298,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,05/02/2016 09:00:07,13.291,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,06/02/2016 09:00:07,13.280,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,07/02/2016 09:00:07,13.272,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,08/02/2016 09:00:07,13.260,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,09/02/2016 09:00:07,13.270,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,10/02/2016 09:00:07,13.281,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,11/02/2016 09:00:07,13.289,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,12/02/2016 09:00:07,13.293,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,13/02/2016 09:00:07,13.285,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,14/02/2016 09:00:07,13.270,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,15/02/2016 09:00:07,13.265,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,16/02/2016 09:00:07,13.268,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,17/02/2016 09:00:07,13.273,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,18/02/2016 09:00:07,13.275,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,19/02/2016 09:00:07,13.278,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,20/02/2016 09:00:07,13.276,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,21/02/2016 09:00:07,13.268,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,22/02/2016 09:00:07,13.265,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,23/02/2016 09:00:07,13.266,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,24/02/2016 09:00:07,13.264,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,25/02/2016 09:00:07,13.267,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,26/02/2016 09:00:07,13.268,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,27/02/2016 09:00:07,13.271,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,28/02/2016 09:00:07,13.270,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,29/02/2016 09:00:07,13.270,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,01/03/2016 09:00:07,13.278,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,02/03/2016 09:00:07,13.281,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,03/03/2016 09:00:07,13.279,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,04/03/2016 09:00:07,13.272,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,05/03/2016 09:00:07,13.269,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,06/03/2016 09:00:07,13.262,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,07/03/2016 09:00:07,13.261,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,08/03/2016 09:00:07,13.265,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,09/03/2016 09:00:07,13.262,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,10/03/2016 09:00:07,13.258,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,11/03/2016 09:00:07,13.258,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,12/03/2016 09:00:07,13.256,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,13/03/2016 09:00:07,13.250,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,14/03/2016 09:00:07,13.247,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,15/03/2016 09:00:07,13.244,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,16/03/2016 09:00:07,13.245,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,17/03/2016 09:00:07,13.246,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,18/03/2016 09:00:07,13.247,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,19/03/2016 09:00:07,13.247,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,20/03/2016 09:00:07,13.247,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,21/03/2016 09:00:07,13.241,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,22/03/2016 09:00:07,13.244,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,23/03/2016 09:00:07,13.248,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,24/03/2016 09:00:07,13.248,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,25/03/2016 09:00:07,13.249,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,26/03/2016 09:00:07,13.250,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,27/03/2016 09:00:07,13.250,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,28/03/2016 09:00:07,13.253,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,29/03/2016 09:00:07,13.261,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,30/03/2016 09:00:07,13.260,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,31/03/2016 09:00:07,13.262,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,01/04/2016 09:00:07,13.271,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,02/04/2016 09:00:07,13.279,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,03/04/2016 09:00:07,13.282,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,04/04/2016 09:00:07,13.284,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,05/04/2016 09:00:07,13.284,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,06/04/2016 09:00:07,13.275,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,07/04/2016 09:00:07,13.275,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,08/04/2016 09:00:07,13.268,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,09/04/2016 09:00:07,13.260,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,10/04/2016 09:00:07,13.251,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,11/04/2016 09:00:07,13.238,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,12/04/2016 09:00:07,13.235,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,13/04/2016 09:00:07,13.240,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,14/04/2016 09:00:07,13.245,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,15/04/2016 09:00:07,13.242,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,16/04/2016 09:00:07,13.241,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,17/04/2016 09:00:07,13.242,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,18/04/2016 09:00:07,13.248,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,19/04/2016 09:00:07,13.249,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,20/04/2016 09:00:07,13.246,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,21/04/2016 09:00:07,13.245,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,22/04/2016 09:00:07,13.247,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,23/04/2016 09:00:07,13.257,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,24/04/2016 09:00:07,13.260,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,25/04/2016 09:00:07,13.261,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,26/04/2016 09:00:07,13.263,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,27/04/2016 09:00:07,13.261,0,5,No discharge at this sample point (2 Fair)
LK5DS_537km,28/04/2016 09:00:07,13.251,0,5,No discharge at this sample point (2 Fair)
