"Time","A4260511",
"and","Discharge (Ml/day)",
"Date","Mean","Qual"
09:00:00 30/06/2014,      1256.5,     25
09:00:00 01/07/2014,"",    255
09:00:00 02/07/2014,      1262.0,     25
09:00:00 03/07/2014,      1340.5,     25
09:00:00 04/07/2014,      1413.0,     25
09:00:00 05/07/2014,      1432.0,     25
09:00:00 06/07/2014,      1435.0,     25
09:00:00 07/07/2014,      1438.5,     25
09:00:00 08/07/2014,      1618.5,     25
09:00:00 09/07/2014,      1773.0,     25
09:00:00 10/07/2014,      1847.0,     25
09:00:00 11/07/2014,      2069.5,     25
09:00:00 12/07/2014,      2199.0,     25
09:00:00 13/07/2014,      2185.0,     25
09:00:00 14/07/2014,      2180.0,     25
09:00:00 15/07/2014,      2166.0,     25
09:00:00 16/07/2014,      2289.5,     25
09:00:00 17/07/2014,      2533.0,     25
09:00:00 18/07/2014,      2696.5,     25
09:00:00 19/07/2014,      2853.0,     25
09:00:00 20/07/2014,      3010.0,     25
09:00:00 21/07/2014,      3074.0,     25
09:00:00 22/07/2014,      3133.0,     25
09:00:00 23/07/2014,      3219.5,     25
09:00:00 24/07/2014,      3682.0,     25
09:00:00 25/07/2014,      5684.5,     25
09:00:00 26/07/2014,      8702.0,     25
09:00:00 27/07/2014,     10834.5,     25
09:00:00 28/07/2014,     11507.0,     25
09:00:00 29/07/2014,     11472.5,     25
09:00:00 30/07/2014,     11507.0,     25
09:00:00 31/07/2014,     11576.0,     25
09:00:00 01/08/2014,"",    255
09:00:00 02/08/2014,     11473.0,     25
09:00:00 03/08/2014,     11585.0,     25
09:00:00 04/08/2014,     11645.5,     25
09:00:00 05/08/2014,     12099.5,     25
09:00:00 06/08/2014,     13439.0,     25
09:00:00 07/08/2014,     14864.5,     25
09:00:00 08/08/2014,     15010.5,     25
09:00:00 09/08/2014,     14494.0,     25
09:00:00 10/08/2014,     14586.0,     25
09:00:00 11/08/2014,     15093.0,     25
09:00:00 12/08/2014,     15195.0,     25
09:00:00 13/08/2014,     14991.0,     25
09:00:00 14/08/2014,     14907.5,     25
09:00:00 15/08/2014,     14441.0,     25
09:00:00 16/08/2014,     13912.0,     25
09:00:00 17/08/2014,     13768.0,     25
09:00:00 18/08/2014,     13615.0,     25
09:00:00 19/08/2014,     13338.0,     25
09:00:00 20/08/2014,     12444.0,     25
09:00:00 21/08/2014,     11046.0,     25
09:00:00 22/08/2014,     10178.0,     25
09:00:00 23/08/2014,      9362.0,     25
09:00:00 24/08/2014,      8622.5,     25
09:00:00 25/08/2014,      8440.5,     25
09:00:00 26/08/2014,      8195.5,     25
09:00:00 27/08/2014,      7590.5,     25
09:00:00 28/08/2014,      6940.0,     25
09:00:00 29/08/2014,      6779.5,     25
09:00:00 30/08/2014,      6819.0,     25
09:00:00 31/08/2014,      6850.5,     25
09:00:00 01/09/2014,"",    255
09:00:00 02/09/2014,      4639.5,     25
09:00:00 03/09/2014,      2727.5,     25
09:00:00 04/09/2014,      2388.5,     25
09:00:00 05/09/2014,      2070.0,     25
09:00:00 06/09/2014,      1777.5,     25
09:00:00 07/09/2014,      1598.0,     25
09:00:00 08/09/2014,      1516.5,     25
09:00:00 09/09/2014,      1233.5,     25
09:00:00 10/09/2014,      1068.5,     25
09:00:00 11/09/2014,      1152.5,     25
09:00:00 12/09/2014,      1208.0,     25
09:00:00 13/09/2014,      1423.5,     25
09:00:00 14/09/2014,      1611.0,     25
09:00:00 15/09/2014,      1583.0,     25
09:00:00 16/09/2014,      1439.0,     25
09:00:00 17/09/2014,      1301.5,     25
09:00:00 18/09/2014,      1031.5,     25
09:00:00 19/09/2014,       771.0,     25
09:00:00 20/09/2014,       738.5,     25
09:00:00 21/09/2014,       732.0,     25
09:00:00 22/09/2014,       756.0,     25
09:00:00 23/09/2014,       840.0,     25
09:00:00 24/09/2014,       997.5,     25
09:00:00 25/09/2014,      1137.5,     25
09:00:00 26/09/2014,      1188.0,     25
09:00:00 27/09/2014,      1160.0,     25
09:00:00 28/09/2014,      1180.0,     25
09:00:00 29/09/2014,      1103.0,     25
09:00:00 30/09/2014,       995.0,     25
09:00:00 01/10/2014,"",    255
09:00:00 02/10/2014,      1053.5,     25
09:00:00 03/10/2014,      1126.0,     25
09:00:00 04/10/2014,      1085.0,     25
09:00:00 05/10/2014,       977.5,     25
09:00:00 06/10/2014,      1017.0,     25
09:00:00 07/10/2014,      1122.0,     25
09:00:00 08/10/2014,      1141.5,     25
09:00:00 09/10/2014,      1207.0,     25
09:00:00 10/10/2014,      1279.5,     25
09:00:00 11/10/2014,      1165.5,     25
09:00:00 12/10/2014,      1110.5,     25
09:00:00 13/10/2014,      1220.0,     25
09:00:00 14/10/2014,      1321.0,     25
09:00:00 15/10/2014,      1434.5,     25
09:00:00 16/10/2014,      1483.5,     25
09:00:00 17/10/2014,      1434.0,     25
09:00:00 18/10/2014,      1420.5,     25
09:00:00 19/10/2014,      1431.5,     25
09:00:00 20/10/2014,      1399.0,     25
09:00:00 21/10/2014,      1217.0,     25
09:00:00 22/10/2014,      1097.0,     25
09:00:00 23/10/2014,      1137.0,     25
09:00:00 24/10/2014,      1129.5,     25
09:00:00 25/10/2014,      1075.0,     25
09:00:00 26/10/2014,      1026.0,     25
09:00:00 27/10/2014,      1024.0,     25
09:00:00 28/10/2014,      1043.5,     25
09:00:00 29/10/2014,      1053.0,     25
09:00:00 30/10/2014,      1055.0,     25
09:00:00 31/10/2014,      1047.5,     25
09:00:00 01/11/2014,"",    255
09:00:00 02/11/2014,      1816.0,     25
09:00:00 03/11/2014,      1870.5,     25
09:00:00 04/11/2014,      2285.5,     25
09:00:00 05/11/2014,      3013.0,     25
09:00:00 06/11/2014,      3618.0,     25
09:00:00 07/11/2014,      4192.5,     25
09:00:00 08/11/2014,      4593.5,     25
09:00:00 09/11/2014,      4792.0,     25
09:00:00 10/11/2014,      4721.5,     25
09:00:00 11/11/2014,      4695.5,     25
09:00:00 12/11/2014,      5206.0,     25
09:00:00 13/11/2014,      5756.5,     25
09:00:00 14/11/2014,      5914.0,     25
09:00:00 15/11/2014,      5991.0,     25
09:00:00 16/11/2014,      6156.0,     25
09:00:00 17/11/2014,      6475.5,     25
09:00:00 18/11/2014,      6765.0,     25
09:00:00 19/11/2014,      6475.0,     25
09:00:00 20/11/2014,      5896.0,     25
09:00:00 21/11/2014,      5515.0,     25
09:00:00 22/11/2014,      5350.0,     25
09:00:00 23/11/2014,      5402.0,     25
09:00:00 24/11/2014,      5461.0,     25
09:00:00 25/11/2014,      5402.5,     25
09:00:00 26/11/2014,      5286.0,     25
09:00:00 27/11/2014,      5254.5,     25
09:00:00 28/11/2014,      5149.0,     25
09:00:00 29/11/2014,      4829.5,     25
09:00:00 30/11/2014,      4634.5,     25
09:00:00 01/12/2014,"",    255
09:00:00 02/12/2014,      4616.5,     25
09:00:00 03/12/2014,      4708.5,     25
09:00:00 04/12/2014,      4841.0,     25
09:00:00 05/12/2014,      4700.5,     25
09:00:00 06/12/2014,      4058.5,     25
09:00:00 07/12/2014,      3722.5,     25
09:00:00 08/12/2014,      3940.0,     25
09:00:00 09/12/2014,      4124.5,     25
09:00:00 10/12/2014,      4053.0,     25
09:00:00 11/12/2014,      3957.0,     25
09:00:00 12/12/2014,      3443.0,     25
09:00:00 13/12/2014,      2895.5,     25
09:00:00 14/12/2014,      2901.0,     25
09:00:00 15/12/2014,      2933.5,     25
09:00:00 16/12/2014,      2928.0,     25
09:00:00 17/12/2014,      2933.0,     25
09:00:00 18/12/2014,      2965.5,     25
09:00:00 19/12/2014,      2998.0,     25
09:00:00 20/12/2014,      2998.0,     25
09:00:00 21/12/2014,      3036.5,     25
09:00:00 22/12/2014,      3063.5,     25
09:00:00 23/12/2014,      2939.5,     25
09:00:00 24/12/2014,      2658.5,     25
09:00:00 25/12/2014,      2523.0,     25
09:00:00 26/12/2014,      2621.0,     25
09:00:00 27/12/2014,      2615.0,     25
09:00:00 28/12/2014,      2521.5,     25
09:00:00 29/12/2014,      2478.5,     25
09:00:00 30/12/2014,      2502.5,     25
09:00:00 31/12/2014,      2545.5,     25
09:00:00 01/01/2015,"",    255
09:00:00 02/01/2015,      2675.0,     25
09:00:00 03/01/2015,      2644.5,     25
09:00:00 04/01/2015,      1304.5,     25
09:00:00 05/01/2015,      1246.5,     25
09:00:00 06/01/2015,      2512.0,     25
09:00:00 07/01/2015,      2507.0,     25
09:00:00 08/01/2015,      2488.0,     25
09:00:00 09/01/2015,      2507.5,     25
09:00:00 10/01/2015,      2616.5,     25
09:00:00 11/01/2015,      2670.0,     25
09:00:00 12/01/2015,      2589.5,     25
09:00:00 13/01/2015,      2615.0,     25
09:00:00 14/01/2015,      2596.5,     25
09:00:00 15/01/2015,      2498.0,     25
09:00:00 16/01/2015,      2512.0,     25
09:00:00 17/01/2015,      2867.5,     25
09:00:00 18/01/2015,      3217.0,     25
09:00:00 19/01/2015,      3257.5,     25
09:00:00 20/01/2015,      3358.5,     25
09:00:00 21/01/2015,      4389.5,     25
09:00:00 22/01/2015,      5363.0,     25
09:00:00 23/01/2015,      5376.0,     25
09:00:00 24/01/2015,      5376.0,     25
09:00:00 25/01/2015,      5408.5,     25
09:00:00 26/01/2015,      5421.5,     25
09:00:00 27/01/2015,      5395.5,     25
09:00:00 28/01/2015,      5441.5,     25
09:00:00 29/01/2015,      5359.0,     25
09:00:00 30/01/2015,      5180.0,     25
09:00:00 31/01/2015,      5130.0,     25
09:00:00 01/02/2015,"",    255
09:00:00 02/02/2015,      4970.0,     25
09:00:00 03/02/2015,      4848.5,     25
09:00:00 04/02/2015,      4714.5,     25
09:00:00 05/02/2015,      4683.5,     25
09:00:00 06/02/2015,      4652.5,     25
09:00:00 07/02/2015,      4652.5,     25
09:00:00 08/02/2015,      4659.0,     25
09:00:00 09/02/2015,      4683.5,     25
09:00:00 10/02/2015,      4720.0,     25
09:00:00 11/02/2015,      4770.5,     25
09:00:00 12/02/2015,      4866.0,     25
09:00:00 13/02/2015,      4822.0,     25
09:00:00 14/02/2015,      4702.0,     25
09:00:00 15/02/2015,      4702.0,     25
09:00:00 16/02/2015,      4677.5,     25
09:00:00 17/02/2015,      4659.0,     25
09:00:00 18/02/2015,      4696.0,     25
09:00:00 19/02/2015,      4836.0,     25
09:00:00 20/02/2015,      4854.5,     25
09:00:00 21/02/2015,      4616.5,     25
09:00:00 22/02/2015,      4616.5,     25
09:00:00 23/02/2015,      4758.0,     25
09:00:00 24/02/2015,      4696.5,     25
09:00:00 25/02/2015,      4616.0,     25
09:00:00 26/02/2015,      4792.5,     25
09:00:00 27/02/2015,      4817.0,     25
09:00:00 28/02/2015,      4683.5,     25
