"Time","A4260513",
"and","Discharge (Ml/day)",
"Date","Mean","Qual"
09:00:00 30/06/2014,      2793.5,     25
09:00:00 01/07/2014,"",    255
09:00:00 02/07/2014,      2810.0,     25
09:00:00 03/07/2014,      2732.5,     25
09:00:00 04/07/2014,      2841.5,     25
09:00:00 05/07/2014,      2978.0,     25
09:00:00 06/07/2014,      3092.0,     25
09:00:00 07/07/2014,      3163.0,     25
09:00:00 08/07/2014,      3489.0,     25
09:00:00 09/07/2014,      3709.0,     25
09:00:00 10/07/2014,      3549.0,     25
09:00:00 11/07/2014,      3605.5,     25
09:00:00 12/07/2014,      3734.0,     25
09:00:00 13/07/2014,      3759.0,     25
09:00:00 14/07/2014,      3800.0,     25
09:00:00 15/07/2014,      3860.0,     25
09:00:00 16/07/2014,      4201.5,     25
09:00:00 17/07/2014,      4649.0,     25
09:00:00 18/07/2014,      4859.5,     25
09:00:00 19/07/2014,      4912.0,     25
09:00:00 20/07/2014,      4989.5,     25
09:00:00 21/07/2014,      5126.5,     25
09:00:00 22/07/2014,      5371.5,     25
09:00:00 23/07/2014,      5557.0,     25
09:00:00 24/07/2014,      5912.0,     25
09:00:00 25/07/2014,      7564.0,     25
09:00:00 26/07/2014,     10285.5,     25
09:00:00 27/07/2014,     12731.0,     25
09:00:00 28/07/2014,     13832.0,     25
09:00:00 29/07/2014,     13970.0,     25
09:00:00 30/07/2014,     13970.0,     25
09:00:00 31/07/2014,     13996.5,     25
09:00:00 01/08/2014,"",    255
09:00:00 02/08/2014,     13999.0,     25
09:00:00 03/08/2014,     14069.5,     25
09:00:00 04/08/2014,     14116.5,     25
09:00:00 05/08/2014,     14390.0,     25
09:00:00 06/08/2014,     15420.5,     25
09:00:00 07/08/2014,     16668.0,     25
09:00:00 08/08/2014,     17056.5,     25
09:00:00 09/08/2014,     16696.0,     25
09:00:00 10/08/2014,     16311.5,     25
09:00:00 11/08/2014,     16426.5,     25
09:00:00 12/08/2014,     16798.0,     25
09:00:00 13/08/2014,     16862.5,     25
09:00:00 14/08/2014,     16798.0,     25
09:00:00 15/08/2014,     16555.5,     25
09:00:00 16/08/2014,     16338.0,     25
09:00:00 17/08/2014,     16401.5,     25
09:00:00 18/08/2014,     16312.0,     25
09:00:00 19/08/2014,     16069.5,     25
09:00:00 20/08/2014,     15234.0,     25
09:00:00 21/08/2014,     13960.0,     25
09:00:00 22/08/2014,     13428.5,     25
09:00:00 23/08/2014,     12754.5,     25
09:00:00 24/08/2014,     11967.5,     25
09:00:00 25/08/2014,     11811.0,     25
09:00:00 26/08/2014,     11576.5,     25
09:00:00 27/08/2014,     11106.5,     25
09:00:00 28/08/2014,     10153.5,     25
09:00:00 29/08/2014,      9116.5,     25
09:00:00 30/08/2014,      8720.0,     25
09:00:00 31/08/2014,      8900.0,     25
09:00:00 01/09/2014,"",    255
09:00:00 02/09/2014,      7284.5,     25
09:00:00 03/09/2014,      5450.0,     25
09:00:00 04/09/2014,      5496.0,     25
09:00:00 05/09/2014,      5496.0,     25
09:00:00 06/09/2014,      5386.0,     25
09:00:00 07/09/2014,      5322.0,     25
09:00:00 08/09/2014,      5285.5,     25
09:00:00 09/09/2014,      4675.5,     25
09:00:00 10/09/2014,      3980.0,     25
09:00:00 11/09/2014,      3665.5,     25
09:00:00 12/09/2014,      3646.5,     25
09:00:00 13/09/2014,      4312.0,     25
09:00:00 14/09/2014,      4751.0,     25
09:00:00 15/09/2014,      4753.5,     25
09:00:00 16/09/2014,      4907.5,     25
09:00:00 17/09/2014,      4980.0,     25
09:00:00 18/09/2014,      4859.5,     25
09:00:00 19/09/2014,      4697.5,     25
09:00:00 20/09/2014,      4613.5,     25
09:00:00 21/09/2014,      4539.0,     25
09:00:00 22/09/2014,      4464.5,     25
09:00:00 23/09/2014,      4439.5,     25
09:00:00 24/09/2014,      4658.0,     25
09:00:00 25/09/2014,      5296.0,     25
09:00:00 26/09/2014,      5921.0,     25
09:00:00 27/09/2014,      6127.0,     25
09:00:00 28/09/2014,      5918.5,     25
09:00:00 29/09/2014,      5655.5,     25
09:00:00 30/09/2014,      5540.0,     25
09:00:00 01/10/2014,"",    255
09:00:00 02/10/2014,      5341.0,     25
09:00:00 03/10/2014,      5574.0,     25
09:00:00 04/10/2014,      5729.0,     25
09:00:00 05/10/2014,      5692.5,     25
09:00:00 06/10/2014,      5748.5,     25
09:00:00 07/10/2014,      5886.5,     25
09:00:00 08/10/2014,      5849.0,     25
09:00:00 09/10/2014,      5793.5,     25
09:00:00 10/10/2014,      5720.0,     25
09:00:00 11/10/2014,      5494.0,     25
09:00:00 12/10/2014,      5226.0,     25
09:00:00 13/10/2014,      5001.0,     25
09:00:00 14/10/2014,      4809.5,     25
09:00:00 15/10/2014,      4966.0,     25
09:00:00 16/10/2014,      5884.5,     25
09:00:00 17/10/2014,      7491.0,     25
09:00:00 18/10/2014,      8415.5,     25
09:00:00 19/10/2014,      8343.5,     25
09:00:00 20/10/2014,      8102.5,     25
09:00:00 21/10/2014,      7769.0,     25
09:00:00 22/10/2014,      7664.5,     25
09:00:00 23/10/2014,      7816.5,     25
09:00:00 24/10/2014,      7960.5,     25
09:00:00 25/10/2014,      7980.0,     25
09:00:00 26/10/2014,      7845.5,     25
09:00:00 27/10/2014,      7759.5,     25
09:00:00 28/10/2014,      7836.0,     25
09:00:00 29/10/2014,      7874.0,     25
09:00:00 30/10/2014,      8280.0,     25
09:00:00 31/10/2014,      9004.0,     25
09:00:00 01/11/2014,"",    255
09:00:00 02/11/2014,     10817.5,     25
09:00:00 03/11/2014,     10586.0,     25
09:00:00 04/11/2014,     10364.0,     25
09:00:00 05/11/2014,     10484.0,     25
09:00:00 06/11/2014,     10636.0,     25
09:00:00 07/11/2014,     10752.0,     25
09:00:00 08/11/2014,     10731.0,     25
09:00:00 09/11/2014,     10563.0,     25
09:00:00 10/11/2014,     10303.0,     25
09:00:00 11/11/2014,     10028.5,     25
09:00:00 12/11/2014,     10095.0,     25
09:00:00 13/11/2014,     10249.5,     25
09:00:00 14/11/2014,     10156.0,     25
09:00:00 15/11/2014,     10135.5,     25
09:00:00 16/11/2014,     10084.0,     25
09:00:00 17/11/2014,     10094.0,     25
09:00:00 18/11/2014,     10208.0,     25
09:00:00 19/11/2014,     10239.5,     25
09:00:00 20/11/2014,     10177.0,     25
09:00:00 21/11/2014,      9963.0,     25
09:00:00 22/11/2014,      9873.5,     25
09:00:00 23/11/2014,      9914.5,     25
09:00:00 24/11/2014,     10018.0,     25
09:00:00 25/11/2014,     10101.0,     25
09:00:00 26/11/2014,     10039.0,     25
09:00:00 27/11/2014,      9997.5,     25
09:00:00 28/11/2014,      9976.5,     25
09:00:00 29/11/2014,      9792.0,     25
09:00:00 30/11/2014,      9497.5,     25
09:00:00 01/12/2014,"",    255
09:00:00 02/12/2014,      9207.5,     25
09:00:00 03/12/2014,      9317.0,     25
09:00:00 04/12/2014,      9417.0,     25
09:00:00 05/12/2014,      9427.0,     25
09:00:00 06/12/2014,      9019.0,     25
09:00:00 07/12/2014,      8455.5,     25
09:00:00 08/12/2014,      8249.0,     25
09:00:00 09/12/2014,      8343.0,     25
09:00:00 10/12/2014,      8488.5,     25
09:00:00 11/12/2014,      8559.5,     25
09:00:00 12/12/2014,      8193.5,     25
09:00:00 13/12/2014,      7694.5,     25
09:00:00 14/12/2014,      7479.0,     25
09:00:00 15/12/2014,      7335.5,     25
09:00:00 16/12/2014,      7366.0,     25
09:00:00 17/12/2014,      7376.5,     25
09:00:00 18/12/2014,      7366.5,     25
09:00:00 19/12/2014,      7437.5,     25
09:00:00 20/12/2014,      7478.0,     25
09:00:00 21/12/2014,      7488.5,     25
09:00:00 22/12/2014,      7540.0,     25
09:00:00 23/12/2014,      7581.0,     25
09:00:00 24/12/2014,      7259.5,     25
09:00:00 25/12/2014,      6987.5,     25
09:00:00 26/12/2014,      7086.5,     25
09:00:00 27/12/2014,      7116.0,     25
09:00:00 28/12/2014,      7076.0,     25
09:00:00 29/12/2014,      6967.5,     25
09:00:00 30/12/2014,      6820.0,     25
09:00:00 31/12/2014,      6751.5,     25
09:00:00 01/01/2015,"",    255
09:00:00 02/01/2015,      6826.5,     25
09:00:00 03/01/2015,      6971.0,     25
09:00:00 04/01/2015,      6874.5,     25
09:00:00 05/01/2015,      6826.5,     25
09:00:00 06/01/2015,      6856.0,     25
09:00:00 07/01/2015,      6808.0,     25
09:00:00 08/01/2015,      6720.5,     25
09:00:00 09/01/2015,      6816.5,     25
09:00:00 10/01/2015,      7220.0,     25
09:00:00 11/01/2015,      7544.5,     25
09:00:00 12/01/2015,      7602.0,     25
09:00:00 13/01/2015,      7658.0,     25
09:00:00 14/01/2015,      7668.0,     25
09:00:00 15/01/2015,      7556.5,     25
09:00:00 16/01/2015,      7421.5,     25
09:00:00 17/01/2015,      7500.0,     25
09:00:00 18/01/2015,      7767.0,     25
09:00:00 19/01/2015,      7869.0,     25
09:00:00 20/01/2015,      7959.0,     25
09:00:00 21/01/2015,      8928.0,     25
09:00:00 22/01/2015,      9848.0,     25
09:00:00 23/01/2015,      9911.0,     25
09:00:00 24/01/2015,      9932.0,     25
09:00:00 25/01/2015,      9858.5,     25
09:00:00 26/01/2015,      9837.5,     25
09:00:00 27/01/2015,      9848.0,     25
09:00:00 28/01/2015,      9764.0,     25
09:00:00 29/01/2015,      9669.5,     25
09:00:00 30/01/2015,      9586.0,     25
09:00:00 31/01/2015,      9252.5,     25
09:00:00 01/02/2015,"",    255
09:00:00 02/02/2015,      9052.0,     25
09:00:00 03/02/2015,      8991.0,     25
09:00:00 04/02/2015,      8991.0,     25
09:00:00 05/02/2015,      9001.5,     25
09:00:00 06/02/2015,      8898.5,     25
09:00:00 07/02/2015,      8774.0,     25
09:00:00 08/02/2015,      8649.0,     25
09:00:00 09/02/2015,      8597.0,     25
09:00:00 10/02/2015,      8701.5,     25
09:00:00 11/02/2015,      8795.5,     25
09:00:00 12/02/2015,      8867.5,     25
09:00:00 13/02/2015,      9041.0,     25
09:00:00 14/02/2015,      9072.0,     25
09:00:00 15/02/2015,      8939.5,     25
09:00:00 16/02/2015,      8815.5,     25
09:00:00 17/02/2015,      8836.0,     25
09:00:00 18/02/2015,      8950.0,     25
09:00:00 19/02/2015,      9053.0,     25
09:00:00 20/02/2015,      9134.0,     25
09:00:00 21/02/2015,      9031.0,     25
09:00:00 22/02/2015,      8784.0,     25
09:00:00 23/02/2015,      8680.5,     25
09:00:00 24/02/2015,      8774.0,     25
09:00:00 25/02/2015,      8857.0,     25
09:00:00 26/02/2015,      8919.0,     25
09:00:00 27/02/2015,      8950.0,     25
